relay_id,option_id,candidate_id,lon,lat,altitude_msl_m,service_start_s,service_end_s
R01,SO-00595,P0113,109.27135709756021,23.0052097,689.6063842773438,1344.4939412434896,3872.466705146261
R02,SO-00228,P0045,109.21278607038295,23.04590642798307,604.2590026855469,2150.5149475097655,2999.079410648509
R02,SO-00478,P0088,109.24207158397158,23.073037579971782,509.8966369628906,4746.837111409505,5864.34501329219
R01,SO-00102,P0027,109.19814331358863,23.04590642798307,783.6882934570312,5782.09105834961,12637.97974185995
R01,SO-00487,P0088,109.24207158397158,23.073037579971782,509.8966369628906,15069.600309010106,20647.050504067287
R02,SO-00068,P0024,109.19814331358863,23.032340851988714,685.9930114746094,18752.091058349608,23377.470514035485
