架次编号,路线编号,候选排名,中继点,经度,纬度,悬停高度_m,通信中断_s,覆盖率,是否需要中继,中继能耗_kWh
T027,R015,2,O01-S001-0.65,109.23889883,23.02481358,80.0,0.0,1.0,True,0.6796714701079439
T027,R015,3,O01-S009-0.35,109.23900344500001,23.02488579,80.0,0.0,1.0,True,0.6801709934109625
T027,R015,4,S011-O01-0.35,109.224016235,23.023728339999998,160.0,0.0,1.0,True,0.6871310488651065
T027,R015,5,O01-S005-0.35,109.22995871,23.025178005,160.0,0.0,1.0,True,0.6880918309229777
T027,R015,6,O01-S001-0.65,109.23889883,23.02481358,160.0,0.0,1.0,True,0.6939307293672032
T027,R015,7,O01-S009-0.35,109.23900344500001,23.02488579,160.0,0.0,1.0,True,0.6944302526702218
T027,R015,8,S011-O01-0.35,109.224016235,23.023728339999998,240.0,0.0,1.0,True,0.7013903081243658
T027,R015,9,O01-S005-0.35,109.22995871,23.025178005,240.0,0.0,1.0,True,0.702351090182237
T027,R015,10,O01-S012-0.35,109.2491511,23.024593574999997,80.0,0.0,1.0,True,0.7053111142572175
T027,R015,11,O01-S005-0.50,109.22957600000001,23.03232165,80.0,0.0,1.0,True,0.7075076086038431
T027,R015,12,O01-S001-0.65,109.23889883,23.02481358,240.0,0.0,1.0,True,0.7081899886264624
T027,R015,13,O01-S009-0.35,109.23900344500001,23.02488579,240.0,0.0,1.0,True,0.7086895119294812
T027,R015,14,S001-S011-0.65,109.228349305,23.03250746,80.0,0.0,1.0,True,0.7087707833335034
T027,R015,15,S001-S011-0.50,109.23178375,23.0327579,80.0,0.0,1.0,True,0.7094958542921365
T027,R015,16,S011-O01-0.35,109.224016235,23.023728339999998,300.0,0.0,1.0,True,0.7120847525688101
T027,R015,17,O01-S005-0.35,109.22995871,23.025178005,300.0,0.0,1.0,True,0.7130455346266814
T027,R015,18,S011,109.2203356,23.0319231,80.0,0.0,1.0,True,0.7146635805467052
T027,R015,19,S008-O01-0.65,109.224515125,23.03336013,80.0,0.0,1.0,True,0.7154819753973092
T027,R015,20,O01-S001-0.65,109.23889883,23.02481358,300.0,0.0,1.0,True,0.7188844330709069
T022,R016,1,S011-O01-0.35,109.224016235,23.023728339999998,80.0,0.0,1.0,True,0.885761818342156
T022,R016,2,S011-O01-0.35,109.224016235,23.023728339999998,160.0,0.0,1.0,True,0.9000210776014153
T022,R016,3,O01-S005-0.35,109.22995871,23.025178005,160.0,0.0,1.0,True,0.9009818596592865
T022,R016,4,S011-O01-0.35,109.224016235,23.023728339999998,240.0,0.0,1.0,True,0.9142803368606744
T022,R016,5,O01-S005-0.35,109.22995871,23.025178005,240.0,0.0,1.0,True,0.9152411189185458
T022,R016,6,O01-S005-0.50,109.22957600000001,23.03232165,80.0,0.0,1.0,True,0.9203976373401519
T022,R016,7,S001-S011-0.65,109.228349305,23.03250746,80.0,0.0,1.0,True,0.9216608120698122
T022,R016,8,S001-S011-0.50,109.23178375,23.0327579,80.0,0.0,1.0,True,0.9223858830284453
T022,R016,9,O01-S004-0.35,109.233413595,23.032775665,80.0,0.0,1.0,True,0.9229427729981435
T022,R016,10,S011-O01-0.35,109.224016235,23.023728339999998,300.0,0.0,1.0,True,0.924974781305119
T022,R016,11,O01-S005-0.35,109.22995871,23.025178005,300.0,0.0,1.0,True,0.9259355633629902
T022,R016,12,O01-S002-0.35,109.24054677000001,23.03014566,160.0,0.0,1.0,True,0.932710242246826
T022,R016,13,O01-S005-0.50,109.22957600000001,23.03232165,160.0,0.0,1.0,True,0.9346568965994112
T022,R016,14,S001-S011-0.65,109.228349305,23.03250746,160.0,0.0,1.0,True,0.9359200713290715
T022,R016,15,S015-O01-0.50,109.21161515,23.028982149999997,80.0,0.0,1.0,True,0.935966829856127
T022,R016,16,S001-S011-0.50,109.23178375,23.0327579,160.0,0.0,1.0,True,0.9366451422877045
T022,R016,17,O01-S004-0.35,109.233413595,23.032775665,160.0,0.0,1.0,True,0.9372020322574028
T022,R016,18,S001-S011-0.35,109.235218195,23.03300834,160.0,0.0,1.0,True,0.9393151122592305
T022,R016,19,S011,109.2203356,23.0319231,160.0,0.0,1.0,True,0.9418128685422733
T022,R016,20,S008-O01-0.65,109.224515125,23.03336013,160.0,0.0,1.0,True,0.9426312633928773
T016,R017,1,O01,109.2308517,23.0085095,80.0,0.0,1.0,False,0.0
T016,R017,2,S001,109.2432319,23.0335927,80.0,0.0,1.0,False,0.0
T016,R017,3,S002,109.2585519,23.0703271,80.0,0.0,1.0,False,0.0
T016,R017,4,S003,109.1688578,23.0402714,80.0,0.0,1.0,False,0.0
T016,R017,5,S004,109.2381714,23.0778414,80.0,0.0,1.0,False,0.0
T016,R017,6,S005,109.2283003,23.0561338,80.0,0.0,1.0,False,0.0
T016,R017,7,S006,109.1997836,23.007714,80.0,0.0,1.0,False,0.0
T016,R017,8,S007,109.1928191,23.0294186,80.0,0.0,1.0,False,0.0
T016,R017,9,S008,109.2127472,23.0795113,80.0,0.0,1.0,False,0.0
T016,R017,10,S009,109.2541424,23.0552989,80.0,0.0,1.0,False,0.0
T016,R017,11,S010,109.2760168,23.0194009,80.0,0.0,1.0,False,0.0
T016,R017,12,S011,109.2203356,23.0319231,80.0,0.0,1.0,False,0.0
T016,R017,13,S012,109.2831357,23.054464,80.0,0.0,1.0,False,0.0
T016,R017,14,S013,109.2713839,23.0310882,80.0,0.0,1.0,False,0.0
T016,R017,15,S014,109.2835966,23.0052097,80.0,0.0,1.0,False,0.0
T016,R017,16,S015,109.1923786,23.0494548,80.0,0.0,1.0,False,0.0
T016,R017,17,O01-S001-0.35,109.23518477,23.01728862,80.0,0.0,1.0,False,0.0
T016,R017,18,O01-S001-0.50,109.2370418,23.0210511,80.0,0.0,1.0,False,0.0
T016,R017,19,O01-S001-0.65,109.23889883,23.02481358,80.0,0.0,1.0,False,0.0
T016,R017,20,S001-S011-0.35,109.235218195,23.03300834,80.0,0.0,1.0,False,0.0
T025,R018,1,O01,109.2308517,23.0085095,80.0,0.0,1.0,False,0.0
T025,R018,2,S001,109.2432319,23.0335927,80.0,0.0,1.0,False,0.0
T025,R018,3,S002,109.2585519,23.0703271,80.0,0.0,1.0,False,0.0
T025,R018,4,S003,109.1688578,23.0402714,80.0,0.0,1.0,False,0.0
T025,R018,5,S004,109.2381714,23.0778414,80.0,0.0,1.0,False,0.0
T025,R018,6,S005,109.2283003,23.0561338,80.0,0.0,1.0,False,0.0
T025,R018,7,S006,109.1997836,23.007714,80.0,0.0,1.0,False,0.0
T025,R018,8,S007,109.1928191,23.0294186,80.0,0.0,1.0,False,0.0
T025,R018,9,S008,109.2127472,23.0795113,80.0,0.0,1.0,False,0.0
T025,R018,10,S009,109.2541424,23.0552989,80.0,0.0,1.0,False,0.0
T025,R018,11,S010,109.2760168,23.0194009,80.0,0.0,1.0,False,0.0
T025,R018,12,S011,109.2203356,23.0319231,80.0,0.0,1.0,False,0.0
T025,R018,13,S012,109.2831357,23.054464,80.0,0.0,1.0,False,0.0
T025,R018,14,S013,109.2713839,23.0310882,80.0,0.0,1.0,False,0.0
T025,R018,15,S014,109.2835966,23.0052097,80.0,0.0,1.0,False,0.0
T025,R018,16,S015,109.1923786,23.0494548,80.0,0.0,1.0,False,0.0
T025,R018,17,O01-S001-0.35,109.23518477,23.01728862,80.0,0.0,1.0,False,0.0
T025,R018,18,O01-S001-0.50,109.2370418,23.0210511,80.0,0.0,1.0,False,0.0
T025,R018,19,O01-S001-0.65,109.23889883,23.02481358,80.0,0.0,1.0,False,0.0
T025,R018,20,S001-S011-0.35,109.235218195,23.03300834,80.0,0.0,1.0,False,0.0
T029,R019,1,O01,109.2308517,23.0085095,80.0,0.0,1.0,False,0.0
T029,R019,2,S001,109.2432319,23.0335927,80.0,0.0,1.0,False,0.0
T029,R019,3,S002,109.2585519,23.0703271,80.0,0.0,1.0,False,0.0
T029,R019,4,S003,109.1688578,23.0402714,80.0,0.0,1.0,False,0.0
T029,R019,5,S004,109.2381714,23.0778414,80.0,0.0,1.0,False,0.0
T029,R019,6,S005,109.2283003,23.0561338,80.0,0.0,1.0,False,0.0
T029,R019,7,S006,109.1997836,23.007714,80.0,0.0,1.0,False,0.0
T029,R019,8,S007,109.1928191,23.0294186,80.0,0.0,1.0,False,0.0
T029,R019,9,S008,109.2127472,23.0795113,80.0,0.0,1.0,False,0.0
T029,R019,10,S009,109.2541424,23.0552989,80.0,0.0,1.0,False,0.0
T029,R019,11,S010,109.2760168,23.0194009,80.0,0.0,1.0,False,0.0
T029,R019,12,S011,109.2203356,23.0319231,80.0,0.0,1.0,False,0.0
T029,R019,13,S012,109.2831357,23.054464,80.0,0.0,1.0,False,0.0
T029,R019,14,S013,109.2713839,23.0310882,80.0,0.0,1.0,False,0.0
T029,R019,15,S014,109.2835966,23.0052097,80.0,0.0,1.0,False,0.0
T029,R019,16,S015,109.1923786,23.0494548,80.0,0.0,1.0,False,0.0
T029,R019,17,O01-S001-0.35,109.23518477,23.01728862,80.0,0.0,1.0,False,0.0
T029,R019,18,O01-S001-0.50,109.2370418,23.0210511,80.0,0.0,1.0,False,0.0
T029,R019,19,O01-S001-0.65,109.23889883,23.02481358,80.0,0.0,1.0,False,0.0
T029,R019,20,S001-S011-0.35,109.235218195,23.03300834,80.0,0.0,1.0,False,0.0
T021,R020,1,O01,109.2308517,23.0085095,80.0,0.0,1.0,False,0.0
T021,R020,2,S001,109.2432319,23.0335927,80.0,0.0,1.0,False,0.0
T021,R020,3,S002,109.2585519,23.0703271,80.0,0.0,1.0,False,0.0
T021,R020,4,S003,109.1688578,23.0402714,80.0,0.0,1.0,False,0.0
T021,R020,5,S004,109.2381714,23.0778414,80.0,0.0,1.0,False,0.0
T021,R020,6,S005,109.2283003,23.0561338,80.0,0.0,1.0,False,0.0
T021,R020,7,S006,109.1997836,23.007714,80.0,0.0,1.0,False,0.0
T021,R020,8,S007,109.1928191,23.0294186,80.0,0.0,1.0,False,0.0
T021,R020,9,S008,109.2127472,23.0795113,80.0,0.0,1.0,False,0.0
T021,R020,10,S009,109.2541424,23.0552989,80.0,0.0,1.0,False,0.0
T021,R020,11,S010,109.2760168,23.0194009,80.0,0.0,1.0,False,0.0
T021,R020,12,S011,109.2203356,23.0319231,80.0,0.0,1.0,False,0.0
T021,R020,13,S012,109.2831357,23.054464,80.0,0.0,1.0,False,0.0
T021,R020,14,S013,109.2713839,23.0310882,80.0,0.0,1.0,False,0.0
T021,R020,15,S014,109.2835966,23.0052097,80.0,0.0,1.0,False,0.0
T021,R020,16,S015,109.1923786,23.0494548,80.0,0.0,1.0,False,0.0
T021,R020,17,O01-S001-0.35,109.23518477,23.01728862,80.0,0.0,1.0,False,0.0
T021,R020,18,O01-S001-0.50,109.2370418,23.0210511,80.0,0.0,1.0,False,0.0
T021,R020,19,O01-S001-0.65,109.23889883,23.02481358,80.0,0.0,1.0,False,0.0
T021,R020,20,S001-S011-0.35,109.235218195,23.03300834,80.0,0.0,1.0,False,0.0
T023,R021,1,O01,109.2308517,23.0085095,240.0,0.0,1.0,True,0.5150927007573529
T023,R021,2,O01,109.2308517,23.0085095,300.0,0.0,1.0,True,0.5257871452017974
T023,R021,3,O01-S001-0.35,109.23518477,23.01728862,80.0,0.0,1.0,True,0.532028094898062
T023,R021,4,S011-O01-0.65,109.22717106500001,23.01670426,160.0,0.0,1.0,True,0.5426259290334314
T023,R021,5,S011-O01-0.50,109.22559365000001,23.0202163,80.0,0.0,1.0,True,0.5462776210526685
T023,R021,6,O01-S001-0.35,109.23518477,23.01728862,160.0,0.0,1.0,True,0.5462873541573212
T023,R021,7,O01-S001-0.50,109.2370418,23.0210511,80.0,0.0,1.0,True,0.551508186445824
T023,R021,8,grid-2-0,109.24535033333333,23.0052097,80.0,0.0,1.0,True,0.5517294530172181
T023,R021,9,S011-O01-0.65,109.22717106500001,23.01670426,240.0,0.0,1.0,True,0.5568851882926907
T023,R021,10,O01-S010-0.35,109.246659485,23.012321489999998,80.0,0.0,1.0,True,0.5578581197334901
T023,R021,11,O01-S013-0.35,109.24503797,23.016412045,80.0,0.0,1.0,True,0.558804330888225
T023,R021,12,S011-O01-0.50,109.22559365000001,23.0202163,160.0,0.0,1.0,True,0.5605368803119278
T023,R021,13,O01-S001-0.35,109.23518477,23.01728862,240.0,0.0,1.0,True,0.5605466134165805
T023,R021,14,S011-O01-0.35,109.224016235,23.023728339999998,80.0,0.0,1.0,True,0.5641885034372134
T023,R021,15,O01-S005-0.35,109.22995871,23.025178005,80.0,0.0,1.0,True,0.5651492854950847
T023,R021,16,O01-S001-0.50,109.2370418,23.0210511,160.0,0.0,1.0,True,0.5657674457050832
T023,R021,17,grid-2-0,109.24535033333333,23.0052097,160.0,0.0,1.0,True,0.5659887122764773
T023,R021,18,S011-O01-0.65,109.22717106500001,23.01670426,300.0,0.0,1.0,True,0.5675796327371352
T023,R021,19,S007-O01-0.65,109.21754029,23.015827684999998,160.0,0.0,1.0,True,0.5683751538573371
T023,R021,20,O01-S001-0.65,109.23889883,23.02481358,80.0,0.0,1.0,True,0.5709881839393102
T009,R022,1,O01,109.2308517,23.0085095,240.0,0.0,1.0,True,0.6727194059086742
T009,R022,2,O01,109.2308517,23.0085095,300.0,0.0,1.0,True,0.6834138503531186
T009,R022,3,O01-S006-0.35,109.219977865,23.008231074999998,80.0,0.0,1.0,True,0.6916747738478506
T009,R022,4,O01-S006-0.35,109.219977865,23.008231074999998,160.0,0.0,1.0,True,0.7059340331071099
T009,R022,5,S011-O01-0.65,109.22717106500001,23.01670426,240.0,0.0,1.0,True,0.714511893444012
T009,R022,6,O01-S001-0.35,109.23518477,23.01728862,240.0,0.0,1.0,True,0.7181733185679018
T009,R022,7,O01-S006-0.35,109.219977865,23.008231074999998,240.0,0.0,1.0,True,0.7201932923663692
T009,R022,8,S011-O01-0.65,109.22717106500001,23.01670426,300.0,0.0,1.0,True,0.7252063378884565
T009,R022,9,S007-O01-0.65,109.21754029,23.015827684999998,160.0,0.0,1.0,True,0.7260018590086583
T009,R022,10,O01-S006-0.50,109.21531765,23.008111749999998,160.0,0.0,1.0,True,0.7262800144123587
T009,R022,11,O01-S001-0.35,109.23518477,23.01728862,300.0,0.0,1.0,True,0.7288677630123462
T009,R022,12,O01-S006-0.35,109.219977865,23.008231074999998,300.0,0.0,1.0,True,0.7308877368108135
T009,R022,13,S007-O01-0.65,109.21754029,23.015827684999998,240.0,0.0,1.0,True,0.7402611182679176
T009,R022,14,O01-S006-0.50,109.21531765,23.008111749999998,240.0,0.0,1.0,True,0.7405392736716179
T009,R022,15,S007-O01-0.50,109.2118354,23.01896405,80.0,0.0,1.0,True,0.7406882181251673
T009,R022,16,O01-S006-0.65,109.210657435,23.007992425,160.0,0.0,1.0,True,0.7466260136972481
T009,R022,17,O01-S001-0.50,109.2370418,23.0210511,300.0,0.0,1.0,True,0.7483478545601082
T009,R022,18,S011-O01-0.35,109.224016235,23.023728339999998,240.0,0.0,1.0,True,0.7503337271070532
T009,R022,19,S007-O01-0.65,109.21754029,23.015827684999998,300.0,0.0,1.0,True,0.7509555627123621
T009,R022,20,O01-S006-0.50,109.21531765,23.008111749999998,300.0,0.0,1.0,True,0.7512337181160623
T010,R023,1,S011-O01-0.35,109.224016235,23.023728339999998,160.0,0.0,1.0,True,0.7141631016199153
T010,R023,2,O01-S005-0.35,109.22995871,23.025178005,160.0,0.0,1.0,True,0.7151238836777865
T010,R023,3,S011-O01-0.35,109.224016235,23.023728339999998,240.0,0.0,1.0,True,0.7284223608791744
T010,R023,4,O01-S005-0.35,109.22995871,23.025178005,240.0,0.0,1.0,True,0.7293831429370458
T010,R023,5,O01-S002-0.35,109.24054677000001,23.03014566,80.0,0.0,1.0,True,0.7325930070060667
T010,R023,6,O01-S005-0.50,109.22957600000001,23.03232165,80.0,0.0,1.0,True,0.7345396613586519
T010,R023,7,O01-S004-0.35,109.233413595,23.032775665,80.0,0.0,1.0,True,0.7370847970166435
T010,R023,8,S011-O01-0.35,109.224016235,23.023728339999998,300.0,0.0,1.0,True,0.739116805323619
T010,R023,9,S001-S011-0.35,109.235218195,23.03300834,80.0,0.0,1.0,True,0.7391978770184713
T010,R023,10,O01-S005-0.35,109.22995871,23.025178005,300.0,0.0,1.0,True,0.7400775873814902
T010,R023,11,S008-O01-0.65,109.224515125,23.03336013,80.0,0.0,1.0,True,0.742514028152118
T010,R023,12,O01-S009-0.50,109.24249705,23.0319042,80.0,0.0,1.0,True,0.7435940028914851
T010,R023,13,O01-S002-0.35,109.24054677000001,23.03014566,160.0,0.0,1.0,True,0.746852266265326
T010,R023,14,O01-S005-0.50,109.22957600000001,23.03232165,160.0,0.0,1.0,True,0.7487989206179112
T010,R023,15,S001-S011-0.65,109.228349305,23.03250746,160.0,0.0,1.0,True,0.7500620953475715
T010,R023,16,S015-O01-0.50,109.21161515,23.028982149999997,80.0,0.0,1.0,True,0.750108853874627
T010,R023,17,S001-S011-0.50,109.23178375,23.0327579,160.0,0.0,1.0,True,0.7507871663062045
T010,R023,18,O01-S004-0.35,109.233413595,23.032775665,160.0,0.0,1.0,True,0.7513440562759028
T010,R023,19,S001,109.2432319,23.0335927,80.0,0.0,1.0,True,0.752156484528908
T010,R023,20,S001-S011-0.35,109.235218195,23.03300834,160.0,0.0,1.0,True,0.7534571362777305
T026,R024,1,S011-O01-0.35,109.224016235,23.023728339999998,160.0,0.0,1.0,True,0.6774964349532486
T026,R024,2,O01-S005-0.35,109.22995871,23.025178005,160.0,0.0,1.0,True,0.6784572170111198
T026,R024,3,S011-O01-0.35,109.224016235,23.023728339999998,240.0,0.0,1.0,True,0.6917556942125078
T026,R024,4,O01-S005-0.35,109.22995871,23.025178005,240.0,0.0,1.0,True,0.6927164762703791
T026,R024,5,O01-S002-0.35,109.24054677000001,23.03014566,80.0,0.0,1.0,True,0.6959263403394
T026,R024,6,O01-S005-0.50,109.22957600000001,23.03232165,80.0,0.0,1.0,True,0.6978729946919853
T026,R024,7,O01-S004-0.35,109.233413595,23.032775665,80.0,0.0,1.0,True,0.7004181303499769
T026,R024,8,S011-O01-0.35,109.224016235,23.023728339999998,300.0,0.0,1.0,True,0.7024501386569524
T026,R024,9,S001-S011-0.35,109.235218195,23.03300834,80.0,0.0,1.0,True,0.7025312103518047
T026,R024,10,O01-S005-0.35,109.22995871,23.025178005,300.0,0.0,1.0,True,0.7034109207148236
T026,R024,11,S008-O01-0.65,109.224515125,23.03336013,80.0,0.0,1.0,True,0.7058473614854514
T026,R024,12,O01-S009-0.50,109.24249705,23.0319042,80.0,0.0,1.0,True,0.7069273362248185
T026,R024,13,O01-S002-0.35,109.24054677000001,23.03014566,160.0,0.0,1.0,True,0.7101855995986593
T026,R024,14,O01-S005-0.50,109.22957600000001,23.03232165,160.0,0.0,1.0,True,0.7121322539512446
T026,R024,15,S001-S011-0.65,109.228349305,23.03250746,160.0,0.0,1.0,True,0.7133954286809049
T026,R024,16,S015-O01-0.50,109.21161515,23.028982149999997,80.0,0.0,1.0,True,0.7134421872079604
T026,R024,17,S001-S011-0.50,109.23178375,23.0327579,160.0,0.0,1.0,True,0.7141204996395378
T026,R024,18,O01-S004-0.35,109.233413595,23.032775665,160.0,0.0,1.0,True,0.7146773896092362
T026,R024,19,S001,109.2432319,23.0335927,80.0,0.0,1.0,True,0.7154898178622414
T026,R024,20,S001-S011-0.35,109.235218195,23.03300834,160.0,0.0,1.0,True,0.7167904696110639
T018,R025,1,O01,109.2308517,23.0085095,80.0,0.0,1.0,True,0.49892535222835155
T018,R025,2,O01,109.2308517,23.0085095,160.0,0.0,1.0,True,0.5131846114876109
T018,R025,3,O01,109.2308517,23.0085095,240.0,0.0,1.0,True,0.52744387074687
T018,R025,4,O01,109.2308517,23.0085095,300.0,0.0,1.0,True,0.5381383151913145
T018,R025,5,S011-O01-0.65,109.22717106500001,23.01670426,80.0,0.0,1.0,True,0.5407178397636894
T018,R025,6,O01-S001-0.35,109.23518477,23.01728862,80.0,0.0,1.0,True,0.5443792648875792
T018,R025,7,O01-S006-0.35,109.219977865,23.008231074999998,80.0,0.0,1.0,True,0.5463992386860466
T018,R025,8,S011-O01-0.65,109.22717106500001,23.01670426,160.0,0.0,1.0,True,0.5549770990229487
T018,R025,9,S011-O01-0.50,109.22559365000001,23.0202163,80.0,0.0,1.0,True,0.5586287910421858
T018,R025,10,O01-S001-0.35,109.23518477,23.01728862,160.0,0.0,1.0,True,0.5586385241468385
T018,R025,11,O01-S006-0.35,109.219977865,23.008231074999998,160.0,0.0,1.0,True,0.5606584979453058
T018,R025,12,O01-S001-0.50,109.2370418,23.0210511,80.0,0.0,1.0,True,0.5638593564353411
T018,R025,13,grid-2-0,109.24535033333333,23.0052097,80.0,0.0,1.0,True,0.5640806230067352
T018,R025,14,S007-O01-0.65,109.21754029,23.015827684999998,80.0,0.0,1.0,True,0.566467064587595
T018,R025,15,S011-O01-0.65,109.22717106500001,23.01670426,240.0,0.0,1.0,True,0.5692363582822079
T018,R025,16,O01-S010-0.35,109.246659485,23.012321489999998,80.0,0.0,1.0,True,0.5702092897230073
T018,R025,17,S011-O01-0.50,109.22559365000001,23.0202163,160.0,0.0,1.0,True,0.5728880503014451
T018,R025,18,O01-S001-0.35,109.23518477,23.01728862,240.0,0.0,1.0,True,0.5728977834060978
T018,R025,19,O01-S006-0.35,109.219977865,23.008231074999998,240.0,0.0,1.0,True,0.5749177572045651
T018,R025,20,S011-O01-0.35,109.224016235,23.023728339999998,80.0,0.0,1.0,True,0.5765396734267306
T005,R026,1,O01,109.2308517,23.0085095,160.0,0.0,1.0,True,0.5114530264132995
T005,R026,2,O01,109.2308517,23.0085095,240.0,0.0,1.0,True,0.5257122856725588
T005,R026,3,O01,109.2308517,23.0085095,300.0,0.0,1.0,True,0.5364067301170032
T005,R026,4,S011-O01-0.65,109.22717106500001,23.01670426,80.0,0.0,1.0,True,0.538986254689378
T005,R026,5,O01-S001-0.35,109.23518477,23.01728862,80.0,0.0,1.0,True,0.5426476798132679
T005,R026,6,O01-S006-0.35,109.219977865,23.008231074999998,80.0,0.0,1.0,True,0.5446676536117352
T005,R026,7,S011-O01-0.65,109.22717106500001,23.01670426,160.0,0.0,1.0,True,0.5532455139486373
T005,R026,8,S011-O01-0.50,109.22559365000001,23.0202163,80.0,0.0,1.0,True,0.5568972059678744
T005,R026,9,O01-S001-0.35,109.23518477,23.01728862,160.0,0.0,1.0,True,0.5569069390725272
T005,R026,10,O01-S006-0.35,109.219977865,23.008231074999998,160.0,0.0,1.0,True,0.5589269128709945
T005,R026,11,O01-S001-0.50,109.2370418,23.0210511,80.0,0.0,1.0,True,0.5621277713610299
T005,R026,12,S007-O01-0.65,109.21754029,23.015827684999998,80.0,0.0,1.0,True,0.5647354795132837
T005,R026,13,S011-O01-0.65,109.22717106500001,23.01670426,240.0,0.0,1.0,True,0.5675047732078966
T005,R026,14,O01-S010-0.35,109.246659485,23.012321489999998,80.0,0.0,1.0,True,0.568477704648696
T005,R026,15,S011-O01-0.50,109.22559365000001,23.0202163,160.0,0.0,1.0,True,0.5711564652271337
T005,R026,16,O01-S001-0.35,109.23518477,23.01728862,240.0,0.0,1.0,True,0.5711661983317864
T005,R026,17,O01-S006-0.35,109.219977865,23.008231074999998,240.0,0.0,1.0,True,0.5731861721302538
T005,R026,18,S011-O01-0.35,109.224016235,23.023728339999998,80.0,0.0,1.0,True,0.5748080883524193
T005,R026,19,O01-S001-0.50,109.2370418,23.0210511,160.0,0.0,1.0,True,0.5763870306202891
T005,R026,20,grid-2-0,109.24535033333333,23.0052097,160.0,0.0,1.0,True,0.5766082971916832
T003,R027,1,O01-S010-0.35,109.246659485,23.012321489999998,80.0,0.0,1.0,True,0.6827763020972025
T003,R027,2,O01-S001-0.50,109.2370418,23.0210511,160.0,0.0,1.0,True,0.6906856280687956
T003,R027,3,O01-S014-0.35,109.249312415,23.00735457,80.0,0.0,1.0,True,0.6922424977918287
T003,R027,4,O01-S010-0.35,109.246659485,23.012321489999998,160.0,0.0,1.0,True,0.6970355613564618
T003,R027,5,O01-S001-0.50,109.2370418,23.0210511,240.0,0.0,1.0,True,0.7049448873280549
T003,R027,6,O01-S014-0.35,109.249312415,23.00735457,160.0,0.0,1.0,True,0.706501757051088
T003,R027,7,O01-S010-0.35,109.246659485,23.012321489999998,240.0,0.0,1.0,True,0.711294820615721
T003,R027,8,O01-S013-0.35,109.24503797,23.016412045,240.0,0.0,1.0,True,0.712241031770456
T003,R027,9,O01-S001-0.50,109.2370418,23.0210511,300.0,0.0,1.0,True,0.7156393317724994
T003,R027,10,O01-S014-0.35,109.249312415,23.00735457,240.0,0.0,1.0,True,0.7207610163103473
T003,R027,11,O01-S012-0.35,109.2491511,23.024593574999997,80.0,0.0,1.0,True,0.7215460104522962
T003,R027,12,O01-S010-0.35,109.246659485,23.012321489999998,300.0,0.0,1.0,True,0.7219892650601656
T003,R027,13,O01-S013-0.35,109.24503797,23.016412045,300.0,0.0,1.0,True,0.7229354762149004
T003,R027,14,O01-S005-0.50,109.22957600000001,23.03232165,80.0,0.0,1.0,True,0.7237425047989218
T003,R027,15,O01-S001-0.65,109.23889883,23.02481358,240.0,0.0,1.0,True,0.7244248848215411
T003,R027,16,O01-S009-0.35,109.23900344500001,23.02488579,240.0,0.0,1.0,True,0.7249244081245598
T003,R027,17,S001-S011-0.65,109.228349305,23.03250746,80.0,0.0,1.0,True,0.7250056795285821
T003,R027,18,S001-S011-0.50,109.23178375,23.0327579,80.0,0.0,1.0,True,0.7257307504872151
T003,R027,19,O01-S004-0.35,109.233413595,23.032775665,80.0,0.0,1.0,True,0.7262876404569134
T003,R027,20,O01-S014-0.50,109.25722415,23.0068596,80.0,0.0,1.0,True,0.7268499083572905
T006,R028,1,O01,109.2308517,23.0085095,80.0,0.0,1.0,True,0.48478868407352677
T006,R028,2,O01,109.2308517,23.0085095,160.0,0.0,1.0,True,0.499047943332786
T006,R028,3,O01,109.2308517,23.0085095,240.0,0.0,1.0,True,0.5133072025920453
T006,R028,4,O01,109.2308517,23.0085095,300.0,0.0,1.0,True,0.5240016470364898
T006,R028,5,O01-S001-0.35,109.23518477,23.01728862,80.0,0.0,1.0,True,0.5302425967327544
T006,R028,6,O01-S006-0.35,109.219977865,23.008231074999998,80.0,0.0,1.0,True,0.5322625705312217
T006,R028,7,S011-O01-0.65,109.22717106500001,23.01670426,160.0,0.0,1.0,True,0.5408404308681238
T006,R028,8,S011-O01-0.50,109.22559365000001,23.0202163,80.0,0.0,1.0,True,0.5444921228873609
T006,R028,9,O01-S001-0.35,109.23518477,23.01728862,160.0,0.0,1.0,True,0.5445018559920136
T006,R028,10,O01-S006-0.35,109.219977865,23.008231074999998,160.0,0.0,1.0,True,0.546521829790481
T006,R028,11,grid-2-0,109.24535033333333,23.0052097,80.0,0.0,1.0,True,0.5499439548519105
T006,R028,12,S007-O01-0.65,109.21754029,23.015827684999998,80.0,0.0,1.0,True,0.5523303964327702
T006,R028,13,S011-O01-0.65,109.22717106500001,23.01670426,240.0,0.0,1.0,True,0.5550996901273831
T006,R028,14,O01-S010-0.35,109.246659485,23.012321489999998,80.0,0.0,1.0,True,0.5560726215681825
T006,R028,15,O01-S013-0.35,109.24503797,23.016412045,80.0,0.0,1.0,True,0.5570188327229174
T006,R028,16,S011-O01-0.50,109.22559365000001,23.0202163,160.0,0.0,1.0,True,0.5587513821466202
T006,R028,17,O01-S001-0.35,109.23518477,23.01728862,240.0,0.0,1.0,True,0.5587611152512729
T006,R028,18,O01-S006-0.35,109.219977865,23.008231074999998,240.0,0.0,1.0,True,0.5607810890497402
T006,R028,19,S011-O01-0.35,109.224016235,23.023728339999998,80.0,0.0,1.0,True,0.5624030052719058
