任务组数,分区编码,资源缺口,总资源需求,通信风险均衡系数,工作量均衡系数,资源冗余
2,0-0-0-0-0-0-0-0-0-1,4,24,0.9048163707556957,0.9438633199534974,30
2,0-0-0-0-0-0-0-0-1-0,2,22,0.9048163707556957,0.9517543604538621,30
2,0-0-0-0-0-0-0-0-1-1,2,22,0.8096327419873095,0.8956176804073595,30
2,0-0-0-0-0-0-0-1-0-0,4,24,0.8413606182434382,0.9319731438965567,30
2,0-0-0-0-0-0-0-1-0-1,4,24,0.7461769894750522,0.8758364638500542,30
2,0-0-0-0-0-0-0-1-1-0,2,22,0.7461769894750522,0.8837275043504188,30
2,0-0-0-0-0-0-0-1-1-1,2,22,0.6509933607066659,0.8275908243039163,30
2,0-0-0-0-0-0-1-0-0-0,4,24,0.9048163707556957,0.9515953932906531,30
2,0-0-0-0-0-0-1-0-0-1,4,27,0.8096327419873095,0.8954587132441505,30
2,0-0-0-0-0-0-1-0-1-0,2,22,0.8096327419873095,0.9033497537445151,30
2,0-0-0-0-0-0-1-0-1-1,2,25,0.7144491132189233,0.8472130736980125,30
2,0-0-0-0-0-0-1-1-0-0,4,24,0.7461769894750522,0.8835685371872097,30
2,0-0-0-0-0-0-1-1-0-1,4,27,0.6509933607066659,0.8274318571407073,30
2,0-0-0-0-0-0-1-1-1-0,2,22,0.6509933607066659,0.8353228976410718,30
2,0-0-0-0-0-0-1-1-1-1,2,25,0.5558097319382798,0.7791862175945692,30
2,0-0-0-0-0-1-0-0-0-0,4,24,0.9048163707556957,0.9464002438105632,30
2,0-0-0-0-0-1-0-0-0-1,4,24,0.8096327419873095,0.8902635637640606,30
2,0-0-0-0-0-1-0-0-1-0,2,22,0.8096327419873095,0.8981546042644251,30
2,0-0-0-0-0-1-0-0-1-1,2,22,0.7144491132189233,0.8420179242179224,30
2,0-0-0-0-0-1-0-1-0-0,4,23,0.7461769894750522,0.8783733877071199,30
2,0-0-0-0-0-1-0-1-0-1,4,23,0.6509933607066659,0.8222367076606173,30
2,0-0-0-0-0-1-0-1-1-0,2,21,0.6509933607066659,0.830127748160982,30
2,0-0-0-0-0-1-0-1-1-1,2,21,0.5558097319382798,0.7739910681144793,30
2,0-0-0-0-0-1-1-0-0-0,4,24,0.8096327419873095,0.8979956371012161,30
2,0-0-0-0-0-1-1-0-0-1,4,27,0.7144491132189233,0.8418589570547136,30
2,0-0-0-0-0-1-1-0-1-0,2,22,0.7144491132189233,0.8497499975550782,30
2,0-0-0-0-0-1-1-0-1-1,2,25,0.6192654844505372,0.7936133175085757,30
2,0-0-0-0-0-1-1-1-0-0,4,23,0.6509933607066659,0.8299687809977729,30
2,0-0-0-0-0-1-1-1-0-1,4,26,0.5558097319382798,0.7738321009512703,30
2,0-0-0-0-0-1-1-1-1-0,2,21,0.5558097319382798,0.781723141451635,30
2,0-0-0-0-0-1-1-1-1-1,2,24,0.4606261031698937,0.7255864614051324,30
2,0-0-0-0-1-0-0-0-0-0,4,24,0.9999999995240818,0.8305486111414832,30
2,0-0-0-0-1-0-0-0-0-1,4,26,0.9048163707556957,0.7744119310949805,30
2,0-0-0-0-1-0-0-0-1-0,2,25,0.9048163707556957,0.7823029715953452,30
2,0-0-0-0-1-0-0-0-1-1,2,25,0.8096327419873095,0.7261662915488426,30
2,0-0-0-0-1-0-0-1-0-0,4,26,0.8413606182434382,0.7625217550380399,30
2,0-0-0-0-1-0-0-1-0-1,4,26,0.7461769894750522,0.7063850749915374,30
2,0-0-0-0-1-0-0-1-1-0,2,25,0.7461769894750522,0.714276115491902,30
2,0-0-0-0-1-0-0-1-1-1,2,25,0.6509933607066659,0.6581394354453993,30
2,0-0-0-0-1-0-1-0-0-0,4,26,0.9048163707556957,0.7821440044321364,30
2,0-0-0-0-1-0-1-0-0-1,4,29,0.8096327419873095,0.7260073243856338,30
2,0-0-0-0-1-0-1-0-1-0,2,25,0.8096327419873095,0.7338983648859982,30
2,0-0-0-0-1-0-1-0-1-1,2,27,0.7144491132189233,0.6777616848394957,30
2,0-0-0-0-1-0-1-1-0-0,4,26,0.7461769894750522,0.7141171483286931,30
2,0-0-0-0-1-0-1-1-0-1,4,29,0.6509933607066659,0.6579804682821904,30
2,0-0-0-0-1-0-1-1-1-0,2,25,0.6509933607066659,0.665871508782555,30
2,0-0-0-0-1-0-1-1-1-1,2,27,0.5558097319382798,0.6097348287360526,30
2,0-0-0-0-1-1-0-0-0-0,4,26,0.9048163707556957,0.7769488549520462,30
2,0-0-0-0-1-1-0-0-0-1,4,26,0.8096327419873095,0.7208121749055437,30
2,0-0-0-0-1-1-0-0-1-0,2,25,0.8096327419873095,0.7287032154059083,30
2,0-0-0-0-1-1-0-0-1-1,2,25,0.7144491132189233,0.6725665353594058,30
2,0-0-0-0-1-1-0-1-0-0,4,25,0.7461769894750522,0.7089219988486031,30
2,0-0-0-0-1-1-0-1-0-1,4,25,0.6509933607066659,0.6527853188021004,30
2,0-0-0-0-1-1-0-1-1-0,2,24,0.6509933607066659,0.6606763593024652,30
2,0-0-0-0-1-1-0-1-1-1,2,24,0.5558097319382798,0.6045396792559624,30
2,0-0-0-0-1-1-1-0-0-0,4,26,0.8096327419873095,0.7285442482426994,30
2,0-0-0-0-1-1-1-0-0-1,4,29,0.7144491132189233,0.672407568196197,30
2,0-0-0-0-1-1-1-0-1-0,2,25,0.7144491132189233,0.6802986086965613,30
2,0-0-0-0-1-1-1-0-1-1,2,27,0.6192654844505372,0.6241619286500589,30
2,0-0-0-0-1-1-1-1-0-0,4,25,0.6509933607066659,0.6605173921392561,30
2,0-0-0-0-1-1-1-1-0-1,4,28,0.5558097319382798,0.6043807120927536,30
2,0-0-0-0-1-1-1-1-1-0,2,24,0.5558097319382798,0.6122717525931183,30
2,0-0-0-0-1-1-1-1-1-1,2,26,0.4606261031698937,0.5561350725466155,30
2,0-0-0-1-0-0-0-0-0-0,4,28,0.6279185416112997,0.5471157158859034,30
2,0-0-0-1-0-0-0-0-0-1,4,28,0.5327349128429135,0.4909790358394009,30
2,0-0-0-1-0-0-0-0-1-0,2,26,0.5327349128429135,0.4988700763397655,30
2,0-0-0-1-0-0-0-0-1-1,2,26,0.4375512840745273,0.44273339629326286,30
2,0-0-0-1-0-0-0-1-0-0,4,28,0.4692791603306561,0.4790888597824602,30
2,0-0-0-1-0-0-0-1-0-1,4,28,0.37409553156226993,0.42295217973595756,30
2,0-0-0-1-0-0-0-1-1-0,2,26,0.37409553156226993,0.43084322023632227,30
2,0-0-0-1-0-0-0-1-1-1,2,26,0.27891190279388384,0.37470654018981964,30
2,0-0-0-1-0-0-1-0-0-0,4,28,0.5327349128429135,0.4987111091765566,30
2,0-0-0-1-0-0-1-0-0-1,4,29,0.4375512840745273,0.44257442913005407,30
2,0-0-0-1-0-0-1-0-1-0,2,26,0.4375512840745273,0.4504654696304186,30
2,0-0-0-1-0-0-1-0-1-1,2,27,0.34236765530614127,0.39432878958391593,30
2,0-0-0-1-0-0-1-1-0-0,4,28,0.37409553156226993,0.43068425307311337,30
2,0-0-0-1-0-0-1-1-0-1,4,29,0.27891190279388384,0.37454757302661074,30
2,0-0-0-1-0-0-1-1-1-0,2,26,0.27891190279388384,0.38243861352697545,30
2,0-0-0-1-0-0-1-1-1-1,2,27,0.18372827402549768,0.3263019334804728,30
2,0-0-0-1-0-1-0-0-0-0,4,28,0.5327349128429135,0.49351595969646656,30
2,0-0-0-1-0-1-0-0-0-1,4,28,0.4375512840745273,0.437379279649964,30
2,0-0-0-1-0-1-0-0-1-0,2,26,0.4375512840745273,0.44527032015032864,30
2,0-0-0-1-0-1-0-0-1-1,2,26,0.34236765530614127,0.38913364010382606,30
2,0-0-0-1-0-1-0-1-0-0,4,27,0.37409553156226993,0.42548910359302333,30
2,0-0-0-1-0-1-0-1-0-1,4,27,0.27891190279388384,0.36935242354652076,30
2,0-0-0-1-0-1-0-1-1-0,2,25,0.27891190279388384,0.3772434640468854,30
2,0-0-0-1-0-1-0-1-1-1,2,25,0.18372827402549768,0.3211067840003828,30
2,0-0-0-1-0-1-1-0-0-0,4,28,0.4375512840745273,0.44511135298711957,30
2,0-0-0-1-0-1-1-0-0-1,4,29,0.34236765530614127,0.38897467294061705,30
2,0-0-0-1-0-1-1-0-1-0,2,26,0.34236765530614127,0.39686571344098165,30
2,0-0-0-1-0-1-1-0-1-1,2,27,0.2471840265377551,0.340729033394479,30
2,0-0-0-1-0-1-1-1-0-0,4,27,0.27891190279388384,0.3770844968836764,30
2,0-0-0-1-0-1-1-1-0-1,4,28,0.18372827402549768,0.32094781683717377,30
2,0-0-0-1-0-1-1-1-1-0,2,25,0.18372827402549768,0.32883885733753837,30
2,0-0-0-1-0-1-1-1-1-1,2,26,0.08854464525711146,0.2727021772910358,30
2,0-0-0-1-1-0-0-0-0-0,4,29,0.6279185416112997,0.3776643270273867,30
2,0-0-0-1-1-0-0-0-0-1,4,29,0.5327349128429135,0.32152764698088415,30
2,0-0-0-1-1-0-0-0-1-0,2,27,0.5327349128429135,0.3294186874812487,30
2,0-0-0-1-1-0-0-0-1-1,2,27,0.4375512840745273,0.2732820074347461,30
2,0-0-0-1-1-0-0-1-0-0,4,29,0.4692791603306561,0.3096374709239434,30
2,0-0-0-1-1-0-0-1-0-1,4,29,0.37409553156226993,0.2535007908774408,30
2,0-0-0-1-1-0-0-1-1-0,2,27,0.37409553156226993,0.2613918313778055,30
2,0-0-0-1-1-0-0-1-1-1,2,27,0.27891190279388384,0.20525515133130284,30
2,0-0-0-1-1-0-1-0-0-0,4,29,0.5327349128429135,0.3292597203180398,30
2,0-0-0-1-1-0-1-0-0-1,4,29,0.4375512840745273,0.2731230402715371,30
2,0-0-0-1-1-0-1-0-1-0,2,27,0.4375512840745273,0.2810140807719018,30
2,0-0-0-1-1-0-1-0-1-1,2,27,0.34236765530614127,0.2248774007253992,30
2,0-0-0-1-1-0-1-1-0-0,4,29,0.37409553156226993,0.2612328642145965,30
2,0-0-0-1-1-0-1-1-0-1,4,29,0.27891190279388384,0.20509618416809391,30
2,0-0-0-1-1-0-1-1-1-0,2,27,0.27891190279388384,0.21298722466845857,30
2,0-0-0-1-1-0-1-1-1-1,2,27,0.18372827402549768,0.15685054462195597,30
2,0-0-0-1-1-1-0-0-0-0,4,29,0.5327349128429135,0.32406457083794976,30
2,0-0-0-1-1-1-0-0-0-1,4,29,0.4375512840745273,0.2679278907914472,30
2,0-0-0-1-1-1-0-0-1-0,2,27,0.4375512840745273,0.2758189312918118,30
2,0-0-0-1-1-1-0-0-1-1,2,27,0.34236765530614127,0.2196822512453091,30
2,0-0-0-1-1-1-0-1-0-0,4,28,0.37409553156226993,0.25603771473450654,30
2,0-0-0-1-1-1-0-1-0-1,4,28,0.27891190279388384,0.19990103468800394,30
2,0-0-0-1-1-1-0-1-1-0,2,26,0.27891190279388384,0.20779207518836854,30
2,0-0-0-1-1-1-0-1-1-1,2,26,0.18372827402549768,0.151655395141866,30
2,0-0-0-1-1-1-1-0-0-0,4,29,0.4375512840745273,0.2756599641286029,30
2,0-0-0-1-1-1-1-0-0-1,4,29,0.34236765530614127,0.21952328408210028,30
2,0-0-0-1-1-1-1-0-1-0,2,27,0.34236765530614127,0.22741432458246497,30
2,0-0-0-1-1-1-1-0-1-1,2,27,0.2471840265377551,0.17127764453596236,30
2,0-0-0-1-1-1-1-1-0-0,4,28,0.27891190279388384,0.20763310802515972,30
2,0-0-0-1-1-1-1-1-0-1,4,28,0.18372827402549768,0.15149642797865706,30
2,0-0-0-1-1-1-1-1-1-0,2,26,0.18372827402549768,0.15938746847902166,30
2,0-0-0-1-1-1-1-1-1-1,2,26,0.08854464525711146,0.10325078843251911,30
2,0-0-1-0-0-0-0-0-0-0,1,25,0.38737349858481906,0.406556906265184,30
2,0-0-1-0-0-0-0-0-0-1,1,25,0.292189869816433,0.3504202262186814,30
2,0-0-1-0-0-0-0-0-1-0,2,27,0.292189869816433,0.35831126671904595,30
2,0-0-1-0-0-0-0-0-1-1,2,26,0.19700624104804682,0.3021745866725433,30
2,0-0-1-0-0-0-0-1-0-0,1,24,0.22873411730417562,0.33853005016174065,30
2,0-0-1-0-0-0-0-1-0-1,1,24,0.1335504885357894,0.282393370115238,30
2,0-0-1-0-0-0-0-1-1-0,2,26,0.1335504885357894,0.29028441061560273,30
2,0-0-1-0-0-0-0-1-1-1,2,25,0.0383668597674033,0.2341477305691001,30
2,0-0-1-0-0-0-1-0-0-0,1,25,0.292189869816433,0.35815229955583705,30
2,0-0-1-0-0-0-1-0-0-1,1,25,0.19700624104804682,0.3020156195093345,30
2,0-0-1-0-0-0-1-0-1-0,2,26,0.19700624104804682,0.30990666000969913,30
2,0-0-1-0-0-0-1-0-1-1,2,26,0.10182261227966065,0.25376997996319656,30
2,0-0-1-0-0-0-1-1-0-0,1,24,0.1335504885357894,0.2901254434523938,30
2,0-0-1-0-0-0-1-1-0-1,1,24,0.0383668597674033,0.23398876340589123,30
2,0-0-1-0-0-0-1-1-1-0,2,25,0.0383668597674033,0.2418798039062559,30
2,0-0-1-0-0-0-1-1-1-1,2,25,0.05681676900098287,0.18574312385975322,30
2,0-0-1-0-0-1-0-0-0-0,1,26,0.292189869816433,0.352957150075747,30
2,0-0-1-0-0-1-0-0-0-1,1,26,0.19700624104804682,0.29682047002924444,30
2,0-0-1-0-0-1-0-0-1-0,2,28,0.19700624104804682,0.3047115105296091,30
2,0-0-1-0-0-1-0-0-1-1,2,27,0.10182261227966065,0.2485748304831065,30
2,0-0-1-0-0-1-0-1-0-0,1,25,0.1335504885357894,0.2849302939723038,30
2,0-0-1-0-0-1-0-1-0-1,1,25,0.0383668597674033,0.2287936139258012,30
2,0-0-1-0-0-1-0-1-1-0,2,27,0.0383668597674033,0.23668465442616587,30
2,0-0-1-0-0-1-0-1-1-1,2,26,0.05681676900098287,0.18054797437966313,30
2,0-0-1-0-0-1-1-0-0-0,1,26,0.19700624104804682,0.30455254336640014,30
2,0-0-1-0-0-1-1-0-0-1,1,26,0.10182261227966065,0.2484158633198975,30
2,0-0-1-0-0-1-1-0-1-0,2,27,0.10182261227966065,0.25630690382026217,30
2,0-0-1-0-0-1-1-0-1-1,2,27,0.006638983511274592,0.20017022377375948,30
2,0-0-1-0-0-1-1-1-0-0,1,25,0.0383668597674033,0.2365256872629569,30
2,0-0-1-0-0-1-1-1-0-1,1,25,0.05681676900098287,0.18038900721645426,30
2,0-0-1-0-0-1-1-1-1-0,2,26,0.05681676900098287,0.18828004771681894,30
2,0-0-1-0-0-1-1-1-1-1,2,26,0.15200039776936902,0.13214336767031634,30
2,0-0-1-0-1-0-0-0-0-0,1,25,0.38737349858481906,0.23710551740666713,30
2,0-0-1-0-1-0-0-0-0-1,1,25,0.292189869816433,0.18096883736016445,30
2,0-0-1-0-1-0-0-0-1-0,2,27,0.292189869816433,0.18885987786052907,30
2,0-0-1-0-1-0-0-0-1-1,2,25,0.19700624104804682,0.13272319781402647,30
2,0-0-1-0-1-0-0-1-0-0,1,24,0.22873411730417562,0.16907866130322383,30
2,0-0-1-0-1-0-0-1-0-1,1,24,0.1335504885357894,0.11294198125672122,30
2,0-0-1-0-1-0-0-1-1-0,2,26,0.1335504885357894,0.12083302175708582,30
2,0-0-1-0-1-0-0-1-1-1,2,24,0.0383668597674033,0.06469634171058315,30
2,0-0-1-0-1-0-1-0-0-0,1,25,0.292189869816433,0.18870091069732017,30
2,0-0-1-0-1-0-1-0-0-1,1,25,0.19700624104804682,0.1325642306508176,30
2,0-0-1-0-1-0-1-0-1-0,2,25,0.19700624104804682,0.1404552711511822,30
2,0-0-1-0-1-0-1-0-1-1,2,25,0.10182261227966065,0.08431859110467958,30
2,0-0-1-0-1-0-1-1-0-0,1,24,0.1335504885357894,0.12067405459387695,30
2,0-0-1-0-1-0-1-1-0-1,1,24,0.0383668597674033,0.06453737454737435,30
2,0-0-1-0-1-0-1-1-1-0,2,24,0.0383668597674033,0.07242841504773889,30
2,0-0-1-0-1-0-1-1-1-1,2,24,0.05681676900098287,0.016291735001236284,30
2,0-0-1-0-1-1-0-0-0-0,1,26,0.292189869816433,0.18350576121723008,30
2,0-0-1-0-1-1-0-0-0-1,1,26,0.19700624104804682,0.12736908117072748,30
2,0-0-1-0-1-1-0-0-1-0,2,28,0.19700624104804682,0.13526012167109216,30
2,0-0-1-0-1-1-0-0-1-1,2,26,0.10182261227966065,0.07912344162458956,30
2,0-0-1-0-1-1-0-1-0-0,1,25,0.1335504885357894,0.11547890511378685,30
2,0-0-1-0-1-1-0-1-0-1,1,25,0.0383668597674033,0.05934222506728425,30
2,0-0-1-0-1-1-0-1-1-0,2,27,0.0383668597674033,0.06723326556764893,30
2,0-0-1-0-1-1-0-1-1-1,2,25,0.05681676900098287,0.011096585521146321,30
2,0-0-1-0-1-1-1-0-0-0,1,26,0.19700624104804682,0.1351011545078832,30
2,0-0-1-0-1-1-1-0-0-1,1,26,0.10182261227966065,0.07896447446138061,30
2,0-0-1-0-1-1-1-0-1-0,2,26,0.10182261227966065,0.08685551496174522,30
2,0-0-1-0-1-1-1-0-1-1,2,26,0.006638983511274592,0.030718834915242615,30
2,0-0-1-0-1-1-1-1-0-0,1,25,0.0383668597674033,0.06707429840443997,30
2,0-0-1-0-1-1-1-1-0-1,1,25,0.05681676900098287,0.010937618357937377,30
2,0-0-1-0-1-1-1-1-1-0,2,25,0.05681676900098287,0.01882865885830198,30
2,0-0-1-0-1-1-1-1-1-1,2,25,0.15200039776936902,0.03730802118820069,30
2,0-0-1-1-0-0-0-0-0-0,1,25,0.015292040672036917,0.04632737784891246,30
2,0-0-1-1-0-0-0-0-0-1,1,25,0.07989158809634914,0.10246405789541506,30
2,0-0-1-1-0-0-0-0-1-0,2,27,0.07989158809634914,0.09457301739505046,30
2,0-0-1-1-0-0-0-0-1-1,2,25,0.17507521686473532,0.15070969744155305,30
2,0-0-1-1-0-0-0-1-0-0,1,24,0.14334734060860654,0.1143542339523557,30
2,0-0-1-1-0-0-0-1-0-1,1,23,0.23853096937699272,0.1704909139988583,30
2,0-0-1-1-0-0-0-1-1-0,2,26,0.23853096937699272,0.1625998734984937,30
2,0-0-1-1-0-0-0-1-1-1,2,23,0.3337145981453789,0.21873655354499635,30
2,0-0-1-1-0-0-1-0-0-0,1,25,0.07989158809634914,0.09473198455825933,30
2,0-0-1-1-0-0-1-0-0-1,1,25,0.17507521686473532,0.15086866460476192,30
2,0-0-1-1-0-0-1-0-1-0,2,25,0.17507521686473532,0.14297762410439732,30
2,0-0-1-1-0-0-1-0-1-1,2,25,0.2702588456331215,0.19911430415089992,30
2,0-0-1-1-0-0-1-1-0-0,1,24,0.23853096937699272,0.16275884066170257,30
2,0-0-1-1-0-0-1-1-0-1,1,23,0.3337145981453789,0.21889552070820517,30
2,0-0-1-1-0-0-1-1-1-0,2,24,0.3337145981453789,0.21100448020784063,30
2,0-0-1-1-0-0-1-1-1-1,2,23,0.428898226913765,0.2671411602543432,30
2,0-0-1-1-0-1-0-0-0-0,1,26,0.07989158809634914,0.09992713403834942,30
2,0-0-1-1-0-1-0-0-0-1,1,26,0.17507521686473532,0.15606381408485204,30
2,0-0-1-1-0-1-0-0-1-0,2,28,0.17507521686473532,0.14817277358448736,30
2,0-0-1-1-0-1-0-0-1-1,2,26,0.2702588456331215,0.20430945363098996,30
2,0-0-1-1-0-1-0-1-0-0,1,25,0.23853096937699272,0.1679539901417926,30
2,0-0-1-1-0-1-0-1-0-1,1,24,0.3337145981453789,0.2240906701882952,30
2,0-0-1-1-0-1-0-1-1-0,2,27,0.3337145981453789,0.2161996296879306,30
2,0-0-1-1-0-1-0-1-1-1,2,24,0.428898226913765,0.2723363097344332,30
2,0-0-1-1-0-1-1-0-0-0,1,26,0.17507521686473532,0.1483317407476963,30
2,0-0-1-1-0-1-1-0-0-1,1,26,0.2702588456331215,0.2044684207941989,30
2,0-0-1-1-0-1-1-0-1-0,2,26,0.2702588456331215,0.19657738029383418,30
2,0-0-1-1-0-1-1-0-1-1,2,26,0.3654424744015076,0.2527140603403369,30
2,0-0-1-1-0-1-1-1-0-0,1,25,0.3337145981453789,0.21635859685113953,30
2,0-0-1-1-0-1-1-1-0-1,1,24,0.428898226913765,0.2724952768976422,30
2,0-0-1-1-0-1-1-1-1-0,2,25,0.428898226913765,0.26460423639727754,30
2,0-0-1-1-0-1-1-1-1-1,2,24,0.5240818556821512,0.3207409164437801,30
2,0-0-1-1-1-0-0-0-0-0,1,26,0.015292040672036917,0.2157787667074294,30
2,0-0-1-1-1-0-0-0-0-1,1,26,0.07989158809634914,0.271915446753932,30
2,0-0-1-1-1-0-0-0-1-0,2,27,0.07989158809634914,0.2640244062535673,30
2,0-0-1-1-1-0-0-0-1-1,2,25,0.17507521686473532,0.32016108630006995,30
2,0-0-1-1-1-0-0-1-0-0,1,25,0.14334734060860654,0.2838056228108726,30
2,0-0-1-1-1-0-0-1-0-1,1,24,0.23853096937699272,0.33994230285737526,30
2,0-0-1-1-1-0-0-1-1-0,2,26,0.23853096937699272,0.33205126235701066,30
2,0-0-1-1-1-0-0-1-1-1,2,23,0.3337145981453789,0.38818794240351323,30
2,0-0-1-1-1-0-1-0-0-0,1,26,0.07989158809634914,0.2641833734167764,30
2,0-0-1-1-1-0-1-0-0-1,1,26,0.17507521686473532,0.32032005346327896,30
2,0-0-1-1-1-0-1-0-1-0,2,25,0.17507521686473532,0.3124290129629143,30
2,0-0-1-1-1-0-1-0-1-1,2,25,0.2702588456331215,0.36856569300941694,30
2,0-0-1-1-1-0-1-1-0-0,1,25,0.23853096937699272,0.33221022952021967,30
2,0-0-1-1-1-0-1-1-0-1,1,24,0.3337145981453789,0.3883469095667222,30
2,0-0-1-1-1-0-1-1-1-0,2,24,0.3337145981453789,0.3804558690663576,30
2,0-0-1-1-1-0-1-1-1-1,2,23,0.428898226913765,0.43659254911286016,30
2,0-0-1-1-1-1-0-0-0-0,1,27,0.07989158809634914,0.26937852289686626,30
2,0-0-1-1-1-1-0-0-0-1,1,27,0.17507521686473532,0.32551520294336883,30
2,0-0-1-1-1-1-0-0-1-0,2,28,0.17507521686473532,0.31762416244300434,30
2,0-0-1-1-1-1-0-0-1-1,2,26,0.2702588456331215,0.373760842489507,30
2,0-0-1-1-1-1-0-1-0-0,1,26,0.23853096937699272,0.3374053790003095,30
2,0-0-1-1-1-1-0-1-0-1,1,25,0.3337145981453789,0.3935420590468122,30
2,0-0-1-1-1-1-0-1-1-0,2,27,0.3337145981453789,0.3856510185464476,30
2,0-0-1-1-1-1-0-1-1-1,2,24,0.428898226913765,0.44178769859295025,30
2,0-0-1-1-1-1-1-0-0-0,1,27,0.17507521686473532,0.31778312960621324,30
2,0-0-1-1-1-1-1-0-0-1,1,27,0.2702588456331215,0.3739198096527158,30
2,0-0-1-1-1-1-1-0-1-0,2,26,0.2702588456331215,0.36602876915235116,30
2,0-0-1-1-1-1-1-0-1-1,2,26,0.3654424744015076,0.4221654491988538,30
2,0-0-1-1-1-1-1-1-0-0,1,26,0.3337145981453789,0.38580998570965647,30
2,0-0-1-1-1-1-1-1-0-1,1,25,0.428898226913765,0.4419466657561591,30
2,0-0-1-1-1-1-1-1-1-0,2,25,0.428898226913765,0.4340556252557944,30
2,0-0-1-1-1-1-1-1-1-1,2,24,0.5240818556821512,0.490192305302297,30
2,0-1-0-0-0-0-0-0-0-0,3,24,0.5240818556821512,0.7561540635776967,30
2,0-1-0-0-0-0-0-0-0-1,3,25,0.428898226913765,0.7000173835311939,30
2,0-1-0-0-0-0-0-0-1-0,1,22,0.428898226913765,0.7079084240315585,30
2,0-1-0-0-0-0-0-0-1-1,1,23,0.3337145981453789,0.651771743985056,30
2,0-1-0-0-0-0-0-1-0-0,3,26,0.3654424744015076,0.6881272074742534,30
2,0-1-0-0-0-0-0-1-0-1,3,26,0.2702588456331215,0.6319905274277506,30
2,0-1-0-0-0-0-0-1-1-0,1,24,0.2702588456331215,0.6398815679281153,30
2,0-1-0-0-0-0-0-1-1-1,1,24,0.17507521686473532,0.5837448878816128,30
2,0-1-0-0-0-0-1-0-0-0,3,24,0.428898226913765,0.7077494568683497,30
2,0-1-0-0-0-0-1-0-0-1,3,27,0.3337145981453789,0.6516127768218472,30
2,0-1-0-0-0-0-1-0-1-0,1,22,0.3337145981453789,0.6595038173222116,30
2,0-1-0-0-0-0-1-0-1-1,1,25,0.23853096937699272,0.603367137275709,30
2,0-1-0-0-0-0-1-1-0-0,3,26,0.2702588456331215,0.6397226007649065,30
2,0-1-0-0-0-0-1-1-0-1,3,28,0.17507521686473532,0.5835859207184039,30
2,0-1-0-0-0-0-1-1-1-0,1,24,0.17507521686473532,0.5914769612187685,30
2,0-1-0-0-0-0-1-1-1-1,1,26,0.07989158809634914,0.535340281172266,30
2,0-1-0-0-0-1-0-0-0-0,3,23,0.428898226913765,0.7025543073882597,30
2,0-1-0-0-0-1-0-0-0-1,3,24,0.3337145981453789,0.6464176273417572,30
2,0-1-0-0-0-1-0-0-1-0,1,21,0.3337145981453789,0.6543086678421217,30
2,0-1-0-0-0-1-0-0-1-1,1,22,0.23853096937699272,0.5981719877956191,30
2,0-1-0-0-0-1-0-1-0-0,3,25,0.2702588456331215,0.6345274512848165,30
2,0-1-0-0-0-1-0-1-0-1,3,25,0.17507521686473532,0.5783907712383138,30
2,0-1-0-0-0-1-0-1-1-0,1,23,0.17507521686473532,0.5862818117386784,30
2,0-1-0-0-0-1-0-1-1-1,1,23,0.07989158809634914,0.5301451316921759,30
2,0-1-0-0-0-1-1-0-0-0,3,23,0.3337145981453789,0.6541497006789129,30
2,0-1-0-0-0-1-1-0-0-1,3,26,0.23853096937699272,0.5980130206324104,30
2,0-1-0-0-0-1-1-0-1-0,1,21,0.23853096937699272,0.605904061132775,30
2,0-1-0-0-0-1-1-0-1-1,1,24,0.14334734060860654,0.5497673810862723,30
2,0-1-0-0-0-1-1-1-0-0,3,25,0.17507521686473532,0.5861228445754697,30
2,0-1-0-0-0-1-1-1-0-1,3,27,0.07989158809634914,0.529986164528967,30
2,0-1-0-0-0-1-1-1-1-0,1,23,0.07989158809634914,0.5378772050293316,30
2,0-1-0-0-0-1-1-1-1-1,1,25,0.015292040672036917,0.48174052498282893,30
2,0-1-0-0-1-0-0-0-0-0,3,24,0.5240818556821512,0.5867026747191798,30
2,0-1-0-0-1-0-0-0-0-1,3,25,0.428898226913765,0.5305659946726772,30
2,0-1-0-0-1-0-0-0-1-0,1,23,0.428898226913765,0.5384570351730419,30
2,0-1-0-0-1-0-0-0-1-1,1,24,0.3337145981453789,0.4823203551265393,30
2,0-1-0-0-1-0-0-1-0-0,3,26,0.3654424744015076,0.5186758186157365,30
2,0-1-0-0-1-0-0-1-0-1,3,26,0.2702588456331215,0.46253913856923395,30
2,0-1-0-0-1-0-0-1-1-0,1,25,0.2702588456331215,0.4704301790695986,30
2,0-1-0-0-1-0-0-1-1-1,1,25,0.17507521686473532,0.4142934990230959,30
2,0-1-0-0-1-0-1-0-0-0,3,24,0.428898226913765,0.5382980680098329,30
2,0-1-0-0-1-0-1-0-0-1,3,27,0.3337145981453789,0.48216138796333036,30
2,0-1-0-0-1-0-1-0-1-0,1,23,0.3337145981453789,0.49005242846369496,30
2,0-1-0-0-1-0-1-0-1-1,1,25,0.23853096937699272,0.4339157484171923,30
2,0-1-0-0-1-0-1-1-0-0,3,26,0.2702588456331215,0.4702712119063897,30
2,0-1-0-0-1-0-1-1-0-1,3,28,0.17507521686473532,0.41413453185988713,30
2,0-1-0-0-1-0-1-1-1-0,1,25,0.17507521686473532,0.4220255723602516,30
2,0-1-0-0-1-0-1-1-1-1,1,26,0.07989158809634914,0.3658888923137491,30
2,0-1-0-0-1-1-0-0-0-0,3,23,0.428898226913765,0.533102918529743,30
