lon,lat,ground,alt,backhaul_ok,backhaul_margin,blocked,cid
109.15421504320568,22.991644124005646,189.9557647705078,489.9557647705078,False,-2.200994459148774,True,0
109.15811977835084,22.991644124005646,162.4461212158203,462.4461212158203,False,-1.7717325196449139,True,1
109.162024513496,22.991644124005646,142.15679931640625,442.15679931640625,False,-1.3219746771207497,True,2
109.16592924864115,22.991644124005646,189.3319854736328,489.3319854736328,False,-0.8532314930955494,True,3
109.1698339837863,22.991644124005646,179.26771545410156,479.26771545410156,False,-0.3566390761672267,True,4
109.17373871893146,22.991644124005646,213.3645477294922,513.3645477294922,True,0.16373710143109577,True,5
109.17764345407662,22.991644124005646,192.81248474121094,492.81248474121094,True,0.7181799671983526,True,6
109.18154818922177,22.991644124005646,223.3863067626953,523.3863067626953,True,1.300405301470164,True,7
109.18545292436693,22.991644124005646,218.02590942382812,518.0259094238281,True,1.9220712246058582,True,8
109.18935765951208,22.991644124005646,359.1514892578125,659.1514892578125,True,2.5576004834412203,True,9
109.19326239465724,22.991644124005646,378.106201171875,678.106201171875,True,13.25171645222622,False,10
109.1971671298024,22.991644124005646,325.29986572265625,625.2998657226562,True,14.008987705845811,False,11
109.20107186494755,22.991644124005646,291.5511474609375,591.5511474609375,True,14.810772113323921,False,12
109.2049766000927,22.991644124005646,356.3801574707031,656.3801574707031,True,15.624983868360218,False,13
109.20888133523786,22.991644124005646,290.0525817871094,590.0525817871094,True,16.529744763041037,False,14
109.21278607038302,22.991644124005646,271.28118896484375,571.2811889648438,True,17.442933655991084,False,15
109.21669080552817,22.991644124005646,224.11109924316406,524.1110992431641,True,18.367981942793037,False,16
109.22059554067333,22.991644124005646,216.61602783203125,516.6160278320312,True,19.207872097909643,False,17
109.22450027581849,22.991644124005646,165.35317993164062,465.3531799316406,True,19.922748035948274,False,18
109.22840501096364,22.991644124005646,208.80133056640625,508.80133056640625,True,20.297932089647418,False,19
109.2323097461088,22.991644124005646,271.2451477050781,571.2451477050781,True,20.287933396049752,False,20
109.23621448125395,22.991644124005646,252.7467041015625,552.7467041015625,True,19.986636512064422,False,21
109.24011921639911,22.991644124005646,237.14695739746094,537.1469573974609,True,9.383597740016128,True,22
109.24402395154426,22.991644124005646,354.347900390625,654.347900390625,True,18.497908154977097,False,23
109.24792868668942,22.991644124005646,394.63226318359375,694.6322631835938,True,17.59585478530269,False,24
109.25183342183458,22.991644124005646,434.3885498046875,734.3885498046875,True,16.68004219263956,False,25
109.25573815697973,22.991644124005646,461.0040588378906,761.0040588378906,True,5.793415977951895,True,26
109.25964289212489,22.991644124005646,457.7751770019531,757.7751770019531,True,4.957985355497115,True,27
109.26354762727004,22.991644124005646,333.4302062988281,633.4302062988281,True,4.202659677758845,True,28
109.2674523624152,22.991644124005646,203.11874389648438,503.1187438964844,True,3.4733498297180603,True,29
109.27135709756035,22.991644124005646,317.7628173828125,617.7628173828125,True,2.7388567844177913,True,30
109.27526183270551,22.991644124005646,449.9661865234375,749.9661865234375,True,2.045327542798347,True,31
109.27916656785067,22.991644124005646,395.0035705566406,695.0035705566406,True,1.4297202330144074,True,32
109.28307130299582,22.991644124005646,228.06051635742188,528.0605163574219,True,0.8597625761597101,True,33
109.28697603814098,22.991644124005646,236.94142150878906,536.9414215087891,True,0.29860470531652084,True,34
109.29088077328613,22.991644124005646,338.9139709472656,638.9139709472656,False,-0.24060862372328984,True,35
109.29478550843129,22.991644124005646,420.724609375,720.724609375,False,-0.749816092736026,True,36
109.15421504320568,22.995261610937476,169.71231079101562,469.7123107910156,False,-2.110422263508184,True,37
109.15811977835084,22.995261610937476,215.06719970703125,515.0671997070312,False,-1.6753611215168007,True,38
109.162024513496,22.995261610937476,218.79901123046875,518.7990112304688,False,-1.2162324048334483,True,39
109.16592924864115,22.995261610937476,247.37503051757812,547.3750305175781,False,-0.7345417433421062,True,40
109.1698339837863,22.995261610937476,320.01043701171875,620.0104370117188,False,-0.2307133331403861,True,41
109.17373871893146,22.995261610937476,259.3355712890625,559.3355712890625,True,0.31512652406047437,True,42
109.17764345407662,22.995261610937476,329.87384033203125,629.8738403320312,True,0.880064886774079,True,43
109.18154818922177,22.995261610937476,304.5450439453125,604.5450439453125,True,1.4931327550461901,True,44
109.18545292436693,22.995261610937476,256.84332275390625,556.8433227539062,True,2.151973308591522,True,45
109.18935765951208,22.995261610937476,224.3293914794922,524.3293914794922,True,2.85671520878563,True,46
109.19326239465724,22.995261610937476,290.5555419921875,590.5555419921875,True,3.5960719771316434,True,47
109.1971671298024,22.995261610937476,315.1257629394531,615.1257629394531,True,4.399075199289371,True,48
109.20107186494755,22.995261610937476,310.5315246582031,610.5315246582031,True,15.274394298716757,False,49
109.2049766000927,22.995261610937476,287.3255920410156,587.3255920410156,True,16.228822963112066,False,50
109.20888133523786,22.995261610937476,207.5533905029297,507.5533905029297,True,17.286667936970204,False,51
109.21278607038302,22.995261610937476,183.86585998535156,483.86585998535156,True,18.397944718007864,False,52
109.21669080552817,22.995261610937476,138.13999938964844,438.13999938964844,True,19.575116328617042,False,53
109.22059554067333,22.995261610937476,142.48617553710938,442.4861755371094,True,20.711921253261593,False,54
109.22450027581849,22.995261610937476,162.62489318847656,462.62489318847656,True,21.682938235106363,False,55
109.22840501096364,22.995261610937476,209.3848419189453,509.3848419189453,True,22.254504292727646,False,56
109.2323097461088,22.995261610937476,239.360107421875,539.360107421875,True,22.28795798646061,False,57
109.23621448125395,22.995261610937476,311.9435729980469,611.9435729980469,True,21.691502097366822,False,58
109.24011921639911,22.995261610937476,364.90771484375,664.90771484375,True,20.740730079630367,False,59
109.24402395154426,22.995261610937476,384.2416076660156,684.2416076660156,True,19.656216877182743,False,60
109.24792868668942,22.995261610937476,495.2024230957031,795.2024230957031,True,18.44290117078492,False,61
109.25183342183458,22.995261610937476,438.7691345214844,738.7691345214844,True,17.422424005752404,False,62
109.25573815697973,22.995261610937476,391.9290771484375,691.9290771484375,True,6.429963081372222,True,63
109.25964289212489,22.995261610937476,291.2182922363281,591.2182922363281,True,5.5136088136182195,True,64
109.26354762727004,22.995261610937476,216.6114501953125,516.6114501953125,True,4.640308326408501,True,65
109.2674523624152,22.995261610937476,264.23443603515625,564.2344360351562,True,3.8012716734454415,True,66
109.27135709756035,22.995261610937476,389.48590087890625,689.4859008789062,True,3.00850789398541,True,67
109.27526183270551,22.995261610937476,483.03411865234375,783.0341186523438,True,2.280034414554933,True,68
109.27916656785067,22.995261610937476,366.05670166015625,666.0567016601562,True,1.644248761526498,True,69
109.28307130299582,22.995261610937476,231.6688690185547,531.6688690185547,True,1.0426210958278972,True,70
109.28697603814098,22.995261610937476,233.41159057617188,533.4115905761719,True,0.45957327681708193,True,71
109.29088077328613,22.995261610937476,371.7071228027344,671.7071228027344,False,-0.10261999525563681,True,72
109.29478550843129,22.995261610937476,475.9939270019531,775.9939270019531,False,-0.6304622258104047,True,73
109.15421504320568,22.998879097869306,282.5331115722656,582.5331115722656,False,-2.046894851336077,True,74
109.15811977835084,22.998879097869306,264.4837341308594,564.4837341308594,False,-1.6015368279050506,True,75
109.162024513496,22.998879097869306,209.1000518798828,509.1000518798828,False,-1.130208213960728,True,76
109.16592924864115,22.998879097869306,200.399169921875,500.399169921875,False,-0.635634770378374,True,77
109.1698339837863,22.998879097869306,172.39381408691406,472.39381408691406,False,-0.11064381492050757,True,78
109.17373871893146,22.998879097869306,194.61231994628906,494.61231994628906,True,0.44312114760728605,True,79
109.17764345407662,22.998879097869306,224.61766052246094,524.6176605224609,True,1.031911784109056,True,80
109.18154818922177,22.998879097869306,309.61737060546875,609.6173706054688,True,1.6530585587664746,True,81
109.18545292436693,22.998879097869306,265.8046875,565.8046875,True,2.3381273596069008,True,82
109.18935765951208,22.998879097869306,244.45904541015625,544.4590454101562,True,3.07465881640195,True,83
109.19326239465724,22.998879097869306,241.09127807617188,541.0912780761719,True,3.870979886043415,True,84
109.1971671298024,22.998879097869306,274.84490966796875,574.8449096679688,True,4.730230875639009,True,85
109.20107186494755,22.998879097869306,299.8656311035156,599.8656311035156,True,5.672319789655631,True,86
109.2049766000927,22.998879097869306,283.96337890625,583.96337890625,True,16.726824361712232,False,87
