K,分区编码,资源缺口,资源配置总规模,工作量均衡系数,组内冗余
2,0001011011000,4,23,0.378667,11
2,0001011011001,3,21,0.290521,12
2,0001011011010,6,26,0.297705,10
2,0001011011011,4,23,0.209559,11
2,0001011011100,4,22,0.27318,12
2,0001011011101,5,25,0.185034,10
2,0001011011110,4,23,0.192218,11
2,0001011011111,5,24,0.104072,11
2,0001011100000,1,18,0.342927,13
2,0001011100001,1,19,0.254781,12
2,0001011100010,3,22,0.261965,11
2,0001011100011,2,20,0.173819,12
2,0001011100100,2,20,0.237441,12
2,0001011100101,3,23,0.149295,10
2,0001011100110,2,20,0.156479,12
2,0001011100111,3,23,0.068333,10
2,0001011101000,2,21,0.266407,11
2,0001011101001,1,19,0.17826,12
2,0001011101010,4,23,0.185445,11
2,0001011101011,2,21,0.097299,11
2,0001011101100,2,20,0.16092,12
2,0001011101101,3,23,0.072774,10
2,0001011101110,2,21,0.079958,11
2,0001011101111,3,23,0.008188,10
2,0001011110000,2,20,0.254036,12
2,0001011110001,1,19,0.16589,12
2,0001011110010,3,22,0.173074,11
2,0001011110011,2,20,0.084928,12
2,0001011110100,2,20,0.14855,12
2,0001011110101,3,23,0.060404,10
2,0001011110110,2,20,0.067588,12
2,0001011110111,3,23,0.020558,10
2,0001011111000,2,21,0.177516,11
2,0001011111001,1,18,0.089369,13
2,0001011111010,4,23,0.096554,11
2,0001011111011,2,20,0.008408,12
2,0001011111100,2,19,0.072029,13
2,0001011111101,3,22,0.016117,11
2,0001011111110,2,20,0.008933,12
2,0001011111111,3,21,0.097079,12
2,0001100000000,4,23,0.661078,11
2,0001100000001,4,23,0.572932,11
2,0001100000010,6,26,0.580116,10
2,0001100000011,5,24,0.49197,11
2,0001100000100,4,23,0.555591,11
2,0001100000101,6,26,0.467445,10
2,0001100000110,5,24,0.474629,11
2,0001100000111,6,26,0.386483,10
2,0001100001000,5,25,0.584557,10
2,0001100001001,4,22,0.496411,12
2,0001100001010,7,27,0.503595,10
2,0001100001011,5,24,0.415449,11
2,0001100001100,4,22,0.479071,12
2,0001100001101,6,25,0.390924,11
2,0001100001110,5,24,0.398109,11
2,0001100001111,6,25,0.309962,11
2,0001100010000,6,26,0.572187,10
2,0001100010001,5,24,0.484041,11
2,0001100010010,6,26,0.491225,10
2,0001100010011,5,24,0.403079,11
2,0001100010100,5,24,0.4667,11
2,0001100010101,6,26,0.378554,10
2,0001100010110,5,24,0.385738,11
2,0001100010111,6,26,0.297592,10
2,0001100011000,6,26,0.495666,10
2,0001100011001,5,23,0.40752,12
2,0001100011010,7,27,0.414704,10
2,0001100011011,5,24,0.326558,11
2,0001100011100,5,23,0.39018,12
2,0001100011101,6,25,0.302033,11
2,0001100011110,5,24,0.309218,11
2,0001100011111,6,24,0.221071,12
2,0001100100000,4,23,0.459927,11
2,0001100100001,4,22,0.371781,12
2,0001100100010,6,26,0.378965,10
2,0001100100011,5,23,0.290819,12
2,0001100100100,5,23,0.35444,12
2,0001100100101,6,26,0.266294,10
2,0001100100110,5,23,0.273478,12
2,0001100100111,6,26,0.185332,10
2,0001100101000,5,25,0.383406,10
2,0001100101001,4,22,0.29526,12
2,0001100101010,7,27,0.302444,10
2,0001100101011,5,24,0.214298,11
2,0001100101100,5,23,0.277919,12
2,0001100101101,6,25,0.189773,11
2,0001100101110,5,24,0.196957,11
2,0001100101111,6,25,0.108811,11
2,0001100110000,6,26,0.371036,10
2,0001100110001,5,23,0.28289,12
2,0001100110010,6,26,0.290074,10
2,0001100110011,5,23,0.201928,12
2,0001100110100,5,23,0.265549,12
2,0001100110101,6,26,0.177403,10
2,0001100110110,5,23,0.184587,12
2,0001100110111,6,26,0.096441,10
2,0001100111000,6,26,0.294515,10
2,0001100111001,5,23,0.206369,12
2,0001100111010,7,27,0.213553,10
2,0001100111011,5,24,0.125407,11
2,0001100111100,5,23,0.189028,12
2,0001100111101,6,25,0.100882,11
2,0001100111110,5,24,0.108066,11
2,0001100111111,6,24,0.01992,12
2,0001101000000,4,23,0.47709,11
2,0001101000001,4,23,0.388944,11
2,0001101000010,6,26,0.396128,10
2,0001101000011,5,24,0.307982,11
2,0001101000100,5,24,0.371604,11
2,0001101000101,7,27,0.283458,10
2,0001101000110,5,24,0.290642,11
2,0001101000111,7,27,0.202496,10
2,0001101001000,5,25,0.40057,10
2,0001101001001,4,22,0.312423,12
2,0001101001010,7,27,0.319608,10
2,0001101001011,5,24,0.231461,11
2,0001101001100,5,23,0.295083,12
2,0001101001101,6,26,0.206937,10
2,0001101001110,5,24,0.214121,11
2,0001101001111,6,26,0.125975,10
2,0001101010000,6,26,0.388199,10
2,0001101010001,5,24,0.300053,11
2,0001101010010,6,26,0.307237,10
2,0001101010011,5,24,0.219091,11
2,0001101010100,5,24,0.282713,11
2,0001101010101,7,27,0.194567,10
2,0001101010110,5,24,0.201751,11
2,0001101010111,7,27,0.113605,10
2,0001101011000,6,26,0.311679,10
2,0001101011001,5,23,0.223532,12
2,0001101011010,7,27,0.230717,10
2,0001101011011,5,24,0.14257,11
2,0001101011100,5,23,0.206192,12
2,0001101011101,6,26,0.118046,10
2,0001101011110,5,24,0.12523,11
2,0001101011111,6,25,0.037084,11
2,0001101100000,3,21,0.275939,12
2,0001101100001,3,21,0.187793,12
2,0001101100010,5,24,0.194977,11
2,0001101100011,4,22,0.106831,12
2,0001101100100,4,22,0.170453,12
2,0001101100101,5,25,0.082306,10
2,0001101100110,4,22,0.089491,12
2,0001101100111,5,25,0.001344,10
2,0001101101000,4,23,0.199418,11
2,0001101101001,3,20,0.111272,13
2,0001101101010,6,25,0.118457,11
2,0001101101011,3,21,0.03031,12
2,0001101101100,4,21,0.093932,13
2,0001101101101,5,24,0.005786,11
2,0001101101110,3,21,0.01297,12
2,0001101101111,4,23,0.075176,11
2,0001101110000,5,24,0.187048,11
2,0001101110001,4,22,0.098902,12
2,0001101110010,5,24,0.106086,11
2,0001101110011,4,22,0.01794,12
2,0001101110100,4,22,0.081562,12
2,0001101110101,5,25,0.006585,10
2,0001101110110,4,22,0.0006,12
2,0001101110111,5,25,0.087547,10
2,0001101111000,5,24,0.110527,11
2,0001101111001,4,21,0.022381,13
2,0001101111010,6,25,0.029566,11
2,0001101111011,3,21,0.058581,12
2,0001101111100,4,21,0.005041,13
2,0001101111101,5,24,0.083105,11
2,0001101111110,3,21,0.075921,12
2,0001101111111,4,22,0.164067,12
2,0001110000000,3,22,0.583461,11
2,0001110000001,3,22,0.495315,11
2,0001110000010,5,25,0.502499,10
2,0001110000011,4,23,0.414353,11
2,0001110000100,3,22,0.477975,11
2,0001110000101,5,25,0.389828,10
2,0001110000110,4,23,0.397013,11
2,0001110000111,5,25,0.308867,10
2,0001110001000,4,24,0.506941,10
2,0001110001001,3,21,0.418794,12
2,0001110001010,6,26,0.425979,10
2,0001110001011,4,23,0.337832,11
2,0001110001100,3,21,0.401454,12
2,0001110001101,5,24,0.313308,11
2,0001110001110,4,23,0.320492,11
2,0001110001111,5,24,0.232346,11
2,0001110010000,5,25,0.49457,10
2,0001110010001,4,23,0.406424,11
2,0001110010010,5,25,0.413608,10
2,0001110010011,4,23,0.325462,11
2,0001110010100,4,23,0.389084,11
2,0001110010101,5,25,0.300937,10
2,0001110010110,4,23,0.308122,11
2,0001110010111,5,25,0.219975,10
2,0001110011000,5,25,0.41805,10
2,0001110011001,4,22,0.329903,12
2,0001110011010,6,26,0.337088,10
2,0001110011011,4,23,0.248941,11
2,0001110011100,4,22,0.312563,12
2,0001110011101,5,24,0.224417,11
2,0001110011110,4,23,0.231601,11
2,0001110011111,5,23,0.143455,12
2,0001110100000,3,22,0.38231,11
2,0001110100001,3,21,0.294164,12
2,0001110100010,5,25,0.301348,10
2,0001110100011,4,22,0.213202,12
2,0001110100100,4,22,0.276824,12
2,0001110100101,5,25,0.188677,10
2,0001110100110,4,22,0.195862,12
2,0001110100111,5,25,0.107715,10
2,0001110101000,4,24,0.305789,10
2,0001110101001,3,21,0.217643,12
2,0001110101010,6,26,0.224827,10
2,0001110101011,4,23,0.136681,11
2,0001110101100,4,22,0.200303,12
2,0001110101101,5,24,0.112157,11
2,0001110101110,4,23,0.119341,11
2,0001110101111,5,24,0.031195,11
2,0001110110000,5,25,0.293419,10
2,0001110110001,4,22,0.205273,12
2,0001110110010,5,25,0.212457,10
2,0001110110011,4,22,0.124311,12
2,0001110110100,4,22,0.187933,12
2,0001110110101,5,25,0.099786,10
2,0001110110110,4,22,0.106971,12
2,0001110110111,5,25,0.018824,10
2,0001110111000,5,25,0.216898,10
2,0001110111001,4,22,0.128752,12
2,0001110111010,6,26,0.135936,10
2,0001110111011,4,23,0.04779,11
2,0001110111100,4,22,0.111412,12
2,0001110111101,5,24,0.023266,11
2,0001110111110,4,23,0.03045,11
2,0001110111111,5,23,0.057696,12
2,0001111000000,3,22,0.399474,11
2,0001111000001,3,22,0.311328,11
2,0001111000010,5,25,0.318512,10
2,0001111000011,4,23,0.230366,11
2,0001111000100,4,23,0.293987,11
2,0001111000101,6,26,0.205841,10
2,0001111000110,4,23,0.213025,11
2,0001111000111,6,26,0.124879,10
2,0001111001000,4,24,0.322953,10
2,0001111001001,3,21,0.234807,12
2,0001111001010,6,26,0.241991,10
2,0001111001011,4,23,0.153845,11
2,0001111001100,4,22,0.217466,12
2,0001111001101,5,25,0.12932,10
2,0001111001110,4,23,0.136504,11
2,0001111001111,5,25,0.048358,10
2,0001111010000,5,25,0.310583,10
2,0001111010001,4,23,0.222437,11
2,0001111010010,5,25,0.229621,10
2,0001111010011,4,23,0.141475,11
2,0001111010100,4,23,0.205096,11
2,0001111010101,6,26,0.11695,10
2,0001111010110,4,23,0.124134,11
2,0001111010111,6,26,0.035988,10
2,0001111011000,5,25,0.234062,10
2,0001111011001,4,22,0.145916,12
2,0001111011010,6,26,0.1531,10
2,0001111011011,4,23,0.064954,11
2,0001111011100,4,22,0.128575,12
2,0001111011101,5,25,0.040429,10
2,0001111011110,4,23,0.047613,11
2,0001111011111,5,24,0.040533,11
2,0001111100000,1,19,0.198323,12
2,0001111100001,1,19,0.110176,12
2,0001111100010,3,22,0.117361,11
2,0001111100011,2,20,0.029214,12
2,0001111100100,2,20,0.092836,12
2,0001111100101,3,23,0.00469,10
2,0001111100110,2,20,0.011874,12
2,0001111100111,3,23,0.076272,10
2,0001111101000,2,21,0.121802,11
2,0001111101001,1,18,0.033656,13
2,0001111101010,4,23,0.04084,11
2,0001111101011,1,19,0.047306,12
2,0001111101100,2,19,0.016315,13
2,0001111101101,3,22,0.071831,11
2,0001111101110,1,19,0.064647,12
2,0001111101111,2,21,0.152793,11
2,0001111110000,3,22,0.109432,11
2,0001111110001,2,20,0.021285,12
2,0001111110010,3,22,0.02847,11
2,0001111110011,2,20,0.059677,12
2,0001111110100,2,20,0.003945,12
2,0001111110101,3,23,0.084201,10
2,0001111110110,2,20,0.077017,12
2,0001111110111,3,23,0.165163,10
2,0001111111000,3,22,0.032911,11
2,0001111111001,2,19,0.055235,13
2,0001111111010,4,23,0.048051,11
2,0001111111011,1,19,0.136197,12
2,0001111111100,2,19,0.072576,13
2,0001111111101,3,22,0.160722,11
2,0001111111110,1,19,0.153538,12
2,0001111111111,2,20,0.241684,12
2,0010000000000,4,23,0.7047,11
2,0010000000001,3,20,0.616554,13
2,0010000000010,6,26,0.623738,10
2,0010000000011,4,23,0.535592,11
2,0010000000100,3,20,0.599213,13
2,0010000000101,5,24,0.511067,11
2,0010000000110,4,23,0.518251,11
2,0010000000111,5,24,0.430105,11
2,0010000001000,5,25,0.628179,10
2,0010000001001,4,22,0.540033,12
2,0010000001010,7,27,0.547217,10
2,0010000001011,4,24,0.459071,10
2,0010000001100,4,22,0.522693,12
2,0010000001101,5,22,0.434547,13
2,0010000001110,4,24,0.441731,10
2,0010000001111,5,23,0.353585,12
2,0010000010000,5,25,0.615809,10
2,0010000010001,3,22,0.527663,11
2,0010000010010,6,26,0.534847,10
2,0010000010011,4,23,0.446701,11
2,0010000010100,3,22,0.510322,11
2,0010000010101,5,24,0.422176,11
2,0010000010110,4,23,0.42936,11
2,0010000010111,5,24,0.341214,11
2,0010000011000,6,26,0.539288,10
2,0010000011001,4,23,0.451142,11
2,0010000011010,7,27,0.458326,10
2,0010000011011,4,24,0.37018,10
2,0010000011100,4,23,0.433802,11
2,0010000011101,5,22,0.345656,13
2,0010000011110,4,24,0.35284,10
2,0010000011111,5,23,0.264694,12
2,0010000100000,5,25,0.503549,10
2,0010000100001,4,22,0.415403,12
2,0010000100010,7,27,0.422587,10
2,0010000100011,5,24,0.334441,11
2,0010000100100,5,23,0.398062,12
2,0010000100101,6,25,0.309916,11
2,0010000100110,5,24,0.3171,11
2,0010000100111,6,25,0.228954,11
2,0010000101000,7,27,0.427028,10
2,0010000101001,5,24,0.338882,11
2,0010000101010,8,28,0.346066,10
2,0010000101011,5,25,0.25792,10
2,0010000101100,5,24,0.321542,11
2,0010000101101,6,24,0.233395,12
2,0010000101110,5,25,0.24058,10
2,0010000101111,6,24,0.152433,12
2,0010000110000,6,26,0.414658,10
2,0010000110001,4,23,0.326512,11
2,0010000110010,7,27,0.333696,10
2,0010000110011,5,24,0.24555,11
2,0010000110100,5,24,0.309171,11
2,0010000110101,6,25,0.221025,11
2,0010000110110,5,24,0.228209,11
2,0010000110111,6,25,0.140063,11
2,0010000111000,8,28,0.338137,10
2,0010000111001,5,25,0.249991,10
2,0010000111010,8,28,0.257175,10
2,0010000111011,5,25,0.169029,10
2,0010000111100,5,25,0.232651,10
2,0010000111101,6,24,0.144504,12
2,0010000111110,5,25,0.151689,10
2,0010000111111,6,24,0.063542,12
2,0010001000000,4,23,0.520712,11
2,0010001000001,3,21,0.432566,12
2,0010001000010,6,26,0.43975,10
2,0010001000011,4,23,0.351604,11
2,0010001000100,4,22,0.415226,12
2,0010001000101,5,25,0.32708,10
2,0010001000110,4,23,0.334264,11
2,0010001000111,5,25,0.246118,10
2,0010001001000,5,25,0.444192,10
2,0010001001001,4,22,0.356046,12
2,0010001001010,7,27,0.36323,10
2,0010001001011,4,24,0.275084,10
2,0010001001100,4,22,0.338705,12
2,0010001001101,5,23,0.250559,12
2,0010001001110,4,24,0.257743,10
2,0010001001111,5,23,0.169597,12
2,0010001010000,5,25,0.431821,10
2,0010001010001,3,22,0.343675,11
2,0010001010010,6,26,0.350859,10
2,0010001010011,4,23,0.262713,11
2,0010001010100,4,23,0.326335,11
2,0010001010101,5,25,0.238189,10
2,0010001010110,4,23,0.245373,11
2,0010001010111,5,25,0.157227,10
2,0010001011000,6,26,0.355301,10
2,0010001011001,4,23,0.267155,11
2,0010001011010,7,27,0.274339,10
2,0010001011011,4,24,0.186193,10
2,0010001011100,4,23,0.249814,11
2,0010001011101,5,23,0.161668,12
2,0010001011110,4,24,0.168852,10
2,0010001011111,5,23,0.080706,12
2,0010001100000,4,23,0.319561,11
2,0010001100001,3,20,0.231415,13
2,0010001100010,6,25,0.238599,11
2,0010001100011,4,22,0.150453,12
2,0010001100100,4,21,0.214075,13
2,0010001100101,5,24,0.125929,11
2,0010001100110,4,22,0.133113,12
2,0010001100111,5,24,0.044967,11
2,0010001101000,5,25,0.243041,10
2,0010001101001,4,22,0.154895,12
2,0010001101010,6,26,0.162079,10
2,0010001101011,4,23,0.073933,11
2,0010001101100,4,22,0.137554,12
2,0010001101101,5,23,0.049408,12
2,0010001101110,4,23,0.056592,11
2,0010001101111,5,23,0.031554,12
2,0010001110000,5,24,0.23067,11
2,0010001110001,3,21,0.142524,12
2,0010001110010,6,25,0.149708,11
2,0010001110011,4,22,0.061562,12
2,0010001110100,4,22,0.125184,12
2,0010001110101,5,24,0.037038,11
2,0010001110110,4,22,0.044222,12
2,0010001110111,5,24,0.043924,11
2,0010001111000,6,26,0.15415,10
2,0010001111001,4,23,0.066004,11
2,0010001111010,6,26,0.073188,10
2,0010001111011,3,22,0.014958,11
2,0010001111100,4,23,0.048663,11
2,0010001111101,5,23,0.039483,12
2,0010001111110,3,22,0.032299,11
2,0010001111111,4,22,0.120445,12
2,0010010000000,3,22,0.627083,11
2,0010010000001,2,19,0.538937,13
2,0010010000010,5,25,0.546121,10
2,0010010000011,3,22,0.457975,11
2,0010010000100,2,19,0.521597,13
2,0010010000101,4,23,0.433451,11
2,0010010000110,3,22,0.440635,11
2,0010010000111,4,23,0.352489,11
2,0010010001000,4,24,0.550563,10
2,0010010001001,3,21,0.462417,12
2,0010010001010,6,26,0.469601,10
2,0010010001011,3,23,0.381455,10
2,0010010001100,3,21,0.445076,12
2,0010010001101,4,21,0.35693,13
2,0010010001110,3,23,0.364114,10
2,0010010001111,4,22,0.275968,12
2,0010010010000,4,24,0.538192,10
2,0010010010001,2,21,0.450046,11
2,0010010010010,5,25,0.45723,10
2,0010010010011,3,22,0.369084,11
2,0010010010100,2,21,0.432706,11
2,0010010010101,4,23,0.34456,11
2,0010010010110,3,22,0.351744,11
2,0010010010111,4,23,0.263598,11
2,0010010011000,5,25,0.461672,10
2,0010010011001,3,22,0.373526,11
2,0010010011010,6,26,0.38071,10
2,0010010011011,3,23,0.292564,10
2,0010010011100,3,22,0.356185,11
2,0010010011101,4,21,0.268039,13
2,0010010011110,3,23,0.275223,10
2,0010010011111,4,22,0.187077,12
2,0010010100000,4,24,0.425932,10
2,0010010100001,3,21,0.337786,12
2,0010010100010,6,26,0.34497,10
2,0010010100011,4,23,0.256824,11
2,0010010100100,4,22,0.320446,12
2,0010010100101,5,24,0.2323,11
2,0010010100110,4,23,0.239484,11
2,0010010100111,5,24,0.151338,11
2,0010010101000,6,26,0.349412,10
2,0010010101001,4,23,0.261265,11
2,0010010101010,7,27,0.26845,10
2,0010010101011,4,24,0.180303,10
2,0010010101100,4,23,0.243925,11
2,0010010101101,5,23,0.155779,12
2,0010010101110,4,24,0.162963,10
2,0010010101111,5,23,0.074817,12
2,0010010110000,5,25,0.337041,10
2,0010010110001,3,22,0.248895,11
2,0010010110010,6,26,0.256079,10
2,0010010110011,4,23,0.167933,11
2,0010010110100,4,23,0.231555,11
2,0010010110101,5,24,0.143409,11
2,0010010110110,4,23,0.150593,11
2,0010010110111,5,24,0.062447,11
2,0010010111000,7,27,0.260521,10
2,0010010111001,4,24,0.172374,10
2,0010010111010,7,27,0.179559,10
2,0010010111011,4,24,0.091412,10
2,0010010111100,4,24,0.155034,10
2,0010010111101,5,23,0.066888,12
2,0010010111110,4,24,0.074072,10
2,0010010111111,5,23,0.014074,12
2,0010011000000,4,23,0.443096,11
2,0010011000001,3,21,0.35495,12
2,0010011000010,6,26,0.362134,10
2,0010011000011,4,23,0.273988,11
2,0010011000100,4,22,0.337609,12
2,0010011000101,5,25,0.249463,10
2,0010011000110,4,23,0.256647,11
2,0010011000111,5,25,0.168501,10
2,0010011001000,5,25,0.366575,10
2,0010011001001,4,22,0.278429,12
2,0010011001010,7,27,0.285613,10
2,0010011001011,4,24,0.197467,10
2,0010011001100,4,22,0.261089,12
2,0010011001101,5,23,0.172942,12
2,0010011001110,4,24,0.180127,10
2,0010011001111,5,23,0.09198,12
2,0010011010000,5,25,0.354205,10
2,0010011010001,3,22,0.266059,11
2,0010011010010,6,26,0.273243,10
2,0010011010011,4,23,0.185097,11
2,0010011010100,4,23,0.248718,11
2,0010011010101,5,25,0.160572,10
2,0010011010110,4,23,0.167756,11
2,0010011010111,5,25,0.07961,10
2,0010011011000,6,26,0.277684,10
2,0010011011001,4,23,0.189538,11
2,0010011011010,7,27,0.196722,10
2,0010011011011,4,24,0.108576,10
2,0010011011100,4,23,0.172198,11
2,0010011011101,5,23,0.084051,12
2,0010011011110,4,24,0.091236,10
2,0010011011111,5,23,0.003089,12
2,0010011100000,2,21,0.241945,11
2,0010011100001,1,18,0.153799,13
2,0010011100010,4,23,0.160983,11
2,0010011100011,2,20,0.072837,12
2,0010011100100,2,19,0.136458,13
2,0010011100101,3,22,0.048312,11
2,0010011100110,2,20,0.055496,12
2,0010011100111,3,22,0.03265,11
2,0010011101000,3,23,0.165424,10
2,0010011101001,2,20,0.077278,12
2,0010011101010,4,24,0.084462,10
2,0010011101011,2,21,0.003684,11
2,0010011101100,2,20,0.059937,12
2,0010011101101,3,21,0.028209,12
2,0010011101110,2,21,0.021024,11
2,0010011101111,3,21,0.109171,12
2,0010011110000,3,22,0.153054,11
2,0010011110001,1,19,0.064908,12
2,0010011110010,4,23,0.072092,11
2,0010011110011,2,20,0.016054,12
2,0010011110100,2,20,0.047567,12
2,0010011110101,3,22,0.040579,11
2,0010011110110,2,20,0.033395,12
2,0010011110111,3,22,0.121541,11
2,0010011111000,4,24,0.076533,10
2,0010011111001,2,21,0.011613,11
2,0010011111010,4,24,0.004429,10
2,0010011111011,1,20,0.092575,11
2,0010011111100,2,21,0.028954,11
2,0010011111101,3,21,0.1171,12
2,0010011111110,1,20,0.109916,11
2,0010011111111,2,20,0.198062,12
2,0010100000000,5,25,0.560095,10
2,0010100000001,4,22,0.471949,12
2,0010100000010,6,26,0.479133,10
2,0010100000011,4,23,0.390987,11
2,0010100000100,4,22,0.454609,12
2,0010100000101,5,24,0.366463,11
2,0010100000110,4,23,0.373647,11
2,0010100000111,5,24,0.285501,11
2,0010100001000,5,25,0.483575,10
2,0010100001001,4,22,0.395428,12
2,0010100001010,7,27,0.402613,10
2,0010100001011,4,24,0.314466,10
2,0010100001100,4,22,0.378088,12
2,0010100001101,5,22,0.289942,13
2,0010100001110,4,24,0.297126,10
2,0010100001111,5,23,0.20898,12
2,0010100010000,7,27,0.471204,10
2,0010100010001,4,24,0.383058,10
2,0010100010010,7,27,0.390242,10
2,0010100010011,4,24,0.302096,10
2,0010100010100,4,24,0.365718,10
2,0010100010101,5,25,0.277572,10
2,0010100010110,4,24,0.284756,10
2,0010100010111,5,25,0.19661,10
2,0010100011000,7,27,0.394684,10
2,0010100011001,4,24,0.306537,10
2,0010100011010,7,27,0.313722,10
2,0010100011011,4,24,0.225575,10
2,0010100011100,4,24,0.289197,10
2,0010100011101,5,23,0.201051,12
2,0010100011110,4,24,0.208235,10
2,0010100011111,5,23,0.120089,12
2,0010100100000,6,26,0.358944,10
2,0010100100001,5,23,0.270798,12
2,0010100100010,7,27,0.277982,10
2,0010100100011,5,24,0.189836,11
2,0010100100100,5,23,0.253458,12
2,0010100100101,6,25,0.165311,11
2,0010100100110,5,24,0.172496,11
2,0010100100111,6,25,0.084349,11
2,0010100101000,7,27,0.282423,10
2,0010100101001,5,24,0.194277,11
2,0010100101010,8,28,0.201462,10
2,0010100101011,5,25,0.113315,10
2,0010100101100,5,24,0.176937,11
2,0010100101101,6,24,0.088791,12
2,0010100101110,5,25,0.095975,10
2,0010100101111,6,24,0.007829,12
2,0010100110000,8,28,0.270053,10
2,0010100110001,5,25,0.181907,10
2,0010100110010,8,28,0.189091,10
2,0010100110011,5,25,0.100945,10
2,0010100110100,5,25,0.164567,10
2,0010100110101,6,25,0.07642,11
2,0010100110110,5,25,0.083605,10
2,0010100110111,6,25,0.004542,11
2,0010100111000,8,28,0.193532,10
2,0010100111001,5,25,0.105386,10
2,0010100111010,8,28,0.112571,10
2,0010100111011,5,25,0.024424,10
2,0010100111100,5,25,0.088046,10
2,0010100111101,6,24,0.0001,12
2,0010100111110,5,25,0.007084,10
2,0010100111111,6,24,0.081062,12
2,0010101000000,5,25,0.376108,10
2,0010101000001,4,22,0.287962,12
2,0010101000010,6,26,0.295146,10
2,0010101000011,4,23,0.207,11
2,0010101000100,4,22,0.270621,12
2,0010101000101,5,25,0.182475,10
2,0010101000110,4,23,0.189659,11
2,0010101000111,5,25,0.101513,10
2,0010101001000,5,25,0.299587,10
2,0010101001001,4,22,0.211441,12
2,0010101001010,7,27,0.218625,10
2,0010101001011,4,24,0.130479,10
2,0010101001100,4,22,0.1941,12
2,0010101001101,5,23,0.105954,12
2,0010101001110,4,24,0.113138,10
2,0010101001111,5,23,0.024992,12
2,0010101010000,7,27,0.287217,10
2,0010101010001,4,24,0.199071,10
2,0010101010010,7,27,0.206255,10
2,0010101010011,4,24,0.118109,10
2,0010101010100,4,24,0.18173,10
2,0010101010101,5,25,0.093584,10
2,0010101010110,4,24,0.100768,10
