candidate_id,lon,lat,agl_m,altitude_msl_m,gateway_link_margin_db,gateway_los_blocked,energy_margin_at_60s_kwh,max_service_s,demand_samples,covered_samples,coverage_ratio,backhaul_available,backhaul_margin_db
P0116,109.27135709756021,23.018775275994358,300.0,683.2227783203125,3.271097345929519,True,2.3090481761111863,7616.8849400002455,81,13,0.16049382716049382,True,3.271097345929519
P0117,109.27135709756021,23.032340851988714,60.0,343.8946228027344,2.1136794872699625,True,2.307184748963511,7610.786451153309,81,11,0.13580246913580246,True,2.1136794872699625
P0118,109.27135709756021,23.032340851988714,150.0,433.8946228027344,2.1136794872699625,True,2.3050794131345183,7603.896261167514,81,11,0.13580246913580246,True,2.1136794872699625
P0119,109.27135709756021,23.032340851988714,300.0,583.8946228027344,2.1136794872699625,True,2.291751866838222,7560.278836925088,81,16,0.19753086419753085,True,2.1136794872699625
P0120,109.27135709756021,23.04590642798307,60.0,329.9252624511719,0.5903127647601423,True,2.262115625378204,7463.287501237758,81,14,0.1728395061728395,True,0.5903127647601423
P0121,109.27135709756021,23.04590642798307,150.0,419.9252624511719,0.5903127647601423,True,2.2661813079094904,7476.593371340149,81,14,0.1728395061728395,True,0.5903127647601423
P0122,109.27135709756021,23.04590642798307,300.0,569.9252624511719,0.5903127647601423,True,2.252853761613194,7432.975947097726,81,15,0.18518518518518517,True,0.5903127647601423
P0123,109.27135709756021,23.073037579971782,300.0,616.4682922363281,7.612568576740955,False,2.1466835411070377,7085.509770895758,81,28,0.345679012345679,True,7.612568576740955
P0124,109.28599985435453,22.991644124005646,60.0,257.6947784423828,0.45424101459539656,True,2.215249090489343,7309.906114328758,81,0,0.0,True,0.45424101459539656
P0125,109.28599985435453,22.991644124005646,150.0,347.6947784423828,0.45424101459539656,True,2.2232456182671205,7336.076568874212,81,0,0.0,True,0.45424101459539656
P0126,109.28599985435453,22.991644124005646,300.0,497.6947784423828,0.45424101459539656,True,2.236573164563417,7379.693993116638,81,0,0.0,True,0.45424101459539656
P0127,109.28599985435453,23.0052097,60.0,349.33587646484375,0.8855419223019538,True,2.2376795654303154,7383.314941408304,81,0,0.0,True,0.8855419223019538
P0128,109.28599985435453,23.0052097,150.0,439.33587646484375,0.8855419223019538,True,2.2456760932080932,7409.4853959537595,81,0,0.0,True,0.8855419223019538
P0129,109.28599985435453,23.0052097,300.0,589.3358764648438,0.8855419223019538,True,2.2590036395043898,7453.102820196183,81,2,0.024691358024691357,True,0.8855419223019538
P0130,109.28599985435453,23.018775275994358,60.0,548.9383239746094,0.7322249072740732,True,2.2577971347971024,7449.15425933597,81,5,0.06172839506172839,True,0.7322249072740732
P0131,109.28599985435453,23.018775275994358,150.0,638.9383239746094,0.7322249072740732,True,2.250765541761628,7426.141773038055,81,6,0.07407407407407407,True,0.7322249072740732
P0132,109.28599985435453,23.018775275994358,300.0,788.9383239746094,0.7322249072740732,True,2.237437995465332,7382.52434879563,81,10,0.12345679012345678,True,0.7322249072740732
P0133,109.28599985435453,23.032340851988714,60.0,426.8275451660156,0.04976820236603885,True,2.24166026279054,7396.342678223586,81,6,0.07407407407407407,True,0.04976820236603885
P0134,109.28599985435453,23.032340851988714,150.0,516.8275451660156,0.04976820236603885,True,2.2415498289718645,7395.981258453374,81,8,0.09876543209876543,True,0.04976820236603885
P0135,109.28599985435453,23.032340851988714,300.0,666.8275451660156,0.04976820236603885,True,2.228222282675568,7352.36383421095,81,8,0.09876543209876543,True,0.04976820236603885
