candidate_id,parent_id,stage,operator,state_signature,transport_status,relay_decoder_status,relay_baseline_status,joint_status,WTD,transport_Cmax_s,transport_energy_kwh,transport_n_trips,blind_count,relay_sorties,relay_energy_kwh,joint_Cmax_s,total_energy_kwh,failure_reason,runtime_s
C2A-BASE,Q2-FORMAL,C2-A,baseline_wave_repair,ee2466c245db4dc12ee6f8d7d31151776c81aa7d2e53d336a8e97aa6805e76ef,PASS,PASS,FEASIBLE,PASS,2919779.443347478,23738.870393305344,70.11816756700782,25.0,19,6,8.247976791529863,24147.775014499995,78.36614435853768,,183.43008170000394
C2A-SINGLE-T009-B,Q2-FORMAL,C2-A,single_type_adjustment_T009_B,9b43e48f08e0507d6f2ef3bfb7c9dc4c06b90f15e6445f52d40d841dd37b3576,FAIL,,,UNRESOLVED,2916707.2524535167,23738.870393305344,67.78508238817103,25.0,,,,23738.870393305344,67.78508238817103,mass_pass;volume_pass;route_energy_recomputed,0.012660700012929738
C2A-SINGLE-T015-C,Q2-FORMAL,C2-A,single_type_adjustment_T015_C,9ce29dde94b62987d1d74d577965a1a0c25d6ebe8322e60a8139ab77d3ef3d12,PASS,PASS,FEASIBLE,PASS,2919779.443347478,23738.870393305344,72.48431594051044,25.0,19,6,8.272833382812461,24147.775014499995,80.7571493233229,,186.77443999997922
C2A-SINGLE-T014-C,Q2-FORMAL,C2-A,single_type_adjustment_T014_C,8bebb8e2007c18bf5ae17c968a7317f049a178d158e10ece2e1637f2602acfab,PASS,PASS,FEASIBLE,PASS,2919779.443347478,23738.870393305344,71.24970562867448,25.0,19,6,8.247976791529863,24147.775014499995,79.49768242020434,,162.18345150002278
C2A-SINGLE-T016-C,Q2-FORMAL,C2-A,single_type_adjustment_T016_C,2db51a037dad5211c574ab679324d820b1dbc229d59bf739f28d32efd562dfa4,PASS,PASS,FEASIBLE,PASS,2937216.165255878,23738.870393305344,71.54118482278952,25.0,19,6,8.247976791529863,24147.775014499995,79.78916161431938,,117.10473829999682
