all_demands_candidate_coverable,all_demands_scheduled_covered,relay_uav_overlap_zero,energy_component_overlap_zero,charging_pass,arrival_timing_pass,reserve_pass,full_trajectory_communication_feasible,exact_validation_pass,service_option_space_complete,status_mapping_pass,decoder_status,baseline_status,solver_status
True,False,True,True,True,True,True,False,True,True,True,PASS,INFEASIBLE_PROVEN_ON_DISCRETE_CANDIDATE_SET,INFEASIBLE
