option_id,candidate_id,covered_demand_ids,service_start_s,service_end_s,launch_start_s,relay_ready_s,return_end_s,resource_end_s,charge_start_s,charge_end_s,energy_kwh,soc_after
SO-00015,P0010,"[""D-T007-01"", ""D-T006-01""]",3953.5092700195314,6890.898709755457,3192.610288578403,3953.5092700195314,7461.449888462211,7761.449888462211,7761.449888462211,8745.44606587207,1.1913752059319613,0.6276952481462621
SO-00016,P0010,"[""D-T006-01""]",5874.491058349609,6890.898709755457,5113.5920769084805,5874.491058349609,7461.449888462211,7761.449888462211,7761.449888462211,8506.99086124429,0.6044085483866596,0.8111223286291689
SO-00017,P0011,"[""D-T014-01""]",2131.391058349609,2556.8499085449344,1400.4920769084806,2131.391058349609,3104.901087251688,3404.901087251688,3404.901087251688,4073.8378468626706,0.415844331350111,0.8700486464530903
SO-00018,P0011,"[""D-T007-01""]",3953.5092700195314,5233.779741859949,3222.610288578403,3953.5092700195314,5781.830920566703,6081.830920566703,6081.830920566703,6856.877108906199,0.6770367712972227,0.7884260089696179
SO-00019,P0011,"[""D-T007-01"", ""D-T006-01""]",3953.5092700195314,6890.898709755457,3222.610288578403,3953.5092700195314,7438.949888462211,7738.949888462211,7738.949888462211,8719.697476462348,1.1833786781541835,0.6301941630768177
SO-00020,P0011,"[""D-T006-01""]",5874.491058349609,6890.898709755457,5143.5920769084805,5874.491058349609,7438.949888462211,7738.949888462211,7738.949888462211,8481.24227183457,0.5964120206088819,0.8136212435597244
SO-00021,P0012,"[""D-T014-01""]",2131.391058349609,2556.8499085449344,1434.3786328980639,2131.391058349609,3083.5145312621044,3383.5145312621044,3383.5145312621044,4049.0311071356027,0.4074254175347657,0.8726795570203858
SO-00022,P0012,"[""D-T025-01""]",3812.691058349609,4650.540049007688,3115.6786328980643,3812.691058349609,5177.204671724859,5477.204671724859,5477.204671724859,6193.912037603716,0.5334335160094961,0.8333020262470325
SO-00023,P0012,"[""D-T025-01"", ""D-T007-01""]",3812.691058349609,5233.779741859949,3115.6786328980643,3812.691058349609,5760.44436457712,6060.44436457712,6060.44436457712,6849.550407606909,0.7116456443810202,0.7776107361309312
SO-00024,P0012,"[""D-T025-01"", ""D-T007-01"", ""D-T024-01""]",3812.691058349609,6188.419593866759,3115.6786328980643,3812.691058349609,6715.084216583929,7015.084216583929,7015.084216583929,7922.691560687481,1.0033411547164341,0.6864558891511143
SO-00025,P0012,"[""D-T007-01""]",3953.5092700195314,5233.779741859949,3256.496844567986,3953.5092700195314,5760.44436457712,6060.44436457712,6060.44436457712,6832.070369179132,0.6686178574818773,0.7910569195369134
SO-00026,P0012,"[""D-T007-01"", ""D-T024-01""]",3953.5092700195314,6188.419593866759,3256.496844567986,3953.5092700195314,6715.084216583929,7015.084216583929,7015.084216583929,7905.211522259704,0.9603133678172915,0.6999020725570964
SO-00027,P0012,"[""D-T007-01"", ""D-T024-01"", ""D-T006-01""]",3953.5092700195314,6890.898709755457,3256.496844567986,3953.5092700195314,7417.563332472628,7717.563332472628,7717.563332472628,8694.89073673528,1.1749597643388383,0.632825073644113
SO-00028,P0012,"[""D-T024-01""]",5562.833085123698,6188.419593866759,4865.820659672153,5562.833085123698,6715.084216583929,7015.084216583929,7015.084216583929,7705.443027850072,0.46857553542435165,0.85357014517989
SO-00029,P0012,"[""D-T024-01"", ""D-T006-01""]",5562.833085123698,6890.898709755457,4865.820659672153,5562.833085123698,7417.563332472628,7717.563332472628,7717.563332472628,8495.12224232565,0.6832219319458983,0.7864931462669068
SO-00030,P0012,"[""D-T006-01""]",5874.491058349609,6890.898709755457,5177.4786328980645,5874.491058349609,7417.563332472628,7717.563332472628,7717.563332472628,8456.435532107502,0.5879931067935364,0.8162521541270199
SO-00031,P0019,"[""D-T014-01""]",2131.391058349609,2556.8499085449344,1538.0450114484017,2131.391058349609,2967.56985528745,3267.56985528745,3267.56985528745,3901.5500206090014,0.3297973300222803,0.8969383343680374
SO-00032,P0020,"[""D-T014-01""]",2131.391058349609,2556.8499085449344,1568.0450114484017,2131.391058349609,2945.06985528745,3245.06985528745,3245.06985528745,3875.8014311992792,0.32180080224450247,0.8994372492985929
SO-00033,P0021,"[""D-T014-01""]",2131.391058349609,2556.8499085449344,1543.3806056256478,2131.391058349609,2982.234261110204,3282.234261110204,3282.234261110204,3916.7916736454104,0.3312182462405081,0.8964942980498413
SO-00034,P0021,"[""D-T025-01""]",3812.691058349609,4650.540049007688,3224.680605625648,3812.691058349609,5075.924401572958,5375.924401572958,5375.924401572958,6061.672604113523,0.4572263447152384,0.857116767276488
SO-00035,P0021,"[""D-T025-01"", ""D-T007-01""]",3812.691058349609,5233.779741859949,3224.680605625648,3812.691058349609,5659.164094425219,5959.164094425219,5959.164094425219,6717.310974116716,0.6354384730867626,0.8014254771603867
SO-00036,P0021,"[""D-T025-01"", ""D-T007-01"", ""D-T024-01""]",3812.691058349609,6188.419593866759,3224.680605625648,3812.691058349609,6613.803946432029,6913.803946432029,6913.803946432029,7790.452127197288,0.9271339834221766,0.7102706301805699
