option_id,candidate_id,covered_demand_ids,service_start_s,service_end_s,launch_start_s,relay_ready_s,return_end_s,resource_end_s,charge_start_s,charge_end_s,energy_kwh,soc_after
SO-00037,P0021,"[""D-T007-01""]",3953.5092700195314,5233.779741859949,3365.49881729557,3953.5092700195314,5659.164094425219,5959.164094425219,5959.164094425219,6699.83093568894,0.5924106861876197,0.8148716605663688
SO-00038,P0021,"[""D-T007-01"", ""D-T024-01""]",3953.5092700195314,6188.419593866759,3365.49881729557,3953.5092700195314,6613.803946432029,6913.803946432029,6913.803946432029,7772.972088769511,0.8841061965230339,0.7237168135865519
SO-00039,P0021,"[""D-T007-01"", ""D-T024-01"", ""D-T006-01""]",3953.5092700195314,6890.898709755457,3365.49881729557,3953.5092700195314,7316.283062320727,7616.283062320727,7616.283062320727,8562.651303245088,1.0987525930445805,0.6566398146735686
SO-00040,P0021,"[""D-T024-01""]",5562.833085123698,6188.419593866759,4974.822632399737,5562.833085123698,6613.803946432029,6913.803946432029,6913.803946432029,7573.203594359879,0.392368364130094,0.8773848862093456
SO-00041,P0021,"[""D-T024-01"", ""D-T006-01""]",5562.833085123698,6890.898709755457,4974.822632399737,5562.833085123698,7316.283062320727,7616.283062320727,7616.283062320727,8362.882808835457,0.6070147606516407,0.8103078872963623
SO-00042,P0021,"[""D-T006-01""]",5874.491058349609,6890.898709755457,5286.480605625648,5874.491058349609,7316.283062320727,7616.283062320727,7616.283062320727,8324.196098617309,0.5117859354992789,0.8400668951564754
SO-00043,P0022,"[""D-T014-01""]",2131.391058349609,2556.8499085449344,1557.610975507985,2131.391058349609,2947.1544090094426,3247.1544090094426,3247.1544090094426,3885.221856978229,0.3398583334616287,0.893794270793241
SO-00044,P0022,"[""D-T025-01""]",3812.691058349609,4650.540049007688,3238.910975507985,3812.691058349609,5040.844549472196,5340.844549472196,5340.844549472196,6030.1027874463425,0.465866431936359,0.8544167400198879
SO-00045,P0022,"[""D-T024-01""]",5562.833085123698,6188.419593866759,4989.053002282074,5562.833085123698,6578.724094331267,6878.724094331267,6878.724094331267,7541.6337776926985,0.40100845135121466,0.8746848589527454
SO-00046,P0023,"[""D-T014-01""]",2131.391058349609,2556.8499085449344,1535.110975507985,2131.391058349609,2977.1544090094426,3277.1544090094426,3277.1544090094426,3918.4704463879516,0.34785486123940645,0.8912953558626855
SO-00047,P0023,"[""D-T025-01""]",3812.691058349609,4650.540049007688,3216.410975507985,3812.691058349609,5070.844549472196,5370.844549472196,5370.844549472196,6063.351376856064,0.4738629597141368,0.8519178250893322
SO-00048,P0023,"[""D-T024-01""]",5562.833085123698,6188.419593866759,4966.553002282074,5562.833085123698,6608.724094331267,6908.724094331267,6908.724094331267,7574.88236710242,0.4090049791289924,0.8721859440221899
SO-00049,P0024,"[""D-T014-01""]",2131.391058349609,2556.8499085449344,1497.610975507985,2131.391058349609,3027.1544090094426,3327.1544090094426,3327.1544090094426,3973.884762070822,0.36118240753570274,0.8871304976450929
SO-00050,P0024,"[""D-T010-01""]",3795.4669311523435,4319.0751995308465,3161.686848310719,3795.4669311523435,4789.379699995355,5089.379699995355,5089.379699995355,5748.293531181903,0.3911725075361182,0.877758591394963
SO-00051,P0024,"[""D-T010-01"", ""D-T025-01""]",3795.4669311523435,4650.540049007688,3161.686848310719,3795.4669311523435,5120.844549472196,5420.844549472196,5420.844549472196,6120.903756939289,0.4924534337651531,0.8461083019483897
SO-00052,P0024,"[""D-T010-01"", ""D-T025-01"", ""D-T007-01""]",3795.4669311523435,5233.779741859949,3161.686848310719,3795.4669311523435,5704.084242324458,6004.084242324458,6004.084242324458,6776.542126942482,0.6706655621366774,0.7904170118322883
SO-00053,P0024,"[""D-T025-01""]",3812.691058349609,4650.540049007688,3178.910975507985,3812.691058349609,5120.844549472196,5420.844549472196,5420.844549472196,6118.765692538935,0.48719050601043307,0.8477529668717396
SO-00054,P0024,"[""D-T025-01"", ""D-T007-01""]",3812.691058349609,5233.779741859949,3178.910975507985,3812.691058349609,5704.084242324458,6004.084242324458,6004.084242324458,6774.404062542128,0.6654026343819572,0.7920616767556383
SO-00055,P0024,"[""D-T025-01"", ""D-T007-01"", ""D-T024-01""]",3812.691058349609,6188.419593866759,3178.910975507985,3812.691058349609,6658.724094331267,6958.724094331267,6958.724094331267,7847.545215622699,0.9570981447173713,0.7009068297758214
SO-00056,P0024,"[""D-T007-01""]",3953.5092700195314,5233.779741859949,3319.729187177907,3953.5092700195314,5704.084242324458,6004.084242324458,6004.084242324458,6756.924024114351,0.6223748474828144,0.8055078601616206
SO-00057,P0024,"[""D-T007-01"", ""D-T024-01""]",3953.5092700195314,6188.419593866759,3319.729187177907,3953.5092700195314,6658.724094331267,6958.724094331267,6958.724094331267,7830.065177194922,0.9140703578182285,0.7143530131818037
SO-00058,P0024,"[""D-T007-01"", ""D-T024-01"", ""D-T006-01""]",3953.5092700195314,6890.898709755457,3319.729187177907,3953.5092700195314,7361.2032102199655,7661.2032102199655,7661.2032102199655,8619.7443916705,1.1287167543397754,0.6472760142688202
SO-00059,P0024,"[""D-T024-01""]",5562.833085123698,6188.419593866759,4929.053002282074,5562.833085123698,6658.724094331267,6958.724094331267,6958.724094331267,7630.296682785291,0.4223325254252887,0.8680210858045972
SO-00060,P0024,"[""D-T024-01"", ""D-T006-01""]",5562.833085123698,6890.898709755457,4929.053002282074,5562.833085123698,7361.2032102199655,7661.2032102199655,7661.2032102199655,8419.975897260867,0.6369789219468354,0.800944086891614
SO-00061,P0024,"[""D-T024-01"", ""D-T006-01"", ""D-T011-01""]",5562.833085123698,7398.670514035484,4929.053002282074,5562.833085123698,7868.9750144999925,8168.9750144999925,8168.9750144999925,8990.778402940237,0.7921314176990659,0.7524589319690419
SO-00062,P0024,"[""D-T006-01""]",5874.491058349609,6890.898709755457,5240.7109755079855,5874.491058349609,7361.2032102199655,7661.2032102199655,7661.2032102199655,8381.289187042721,0.5417500967944735,0.8307030947517271
SO-00063,P0024,"[""D-T006-01"", ""D-T011-01""]",5874.491058349609,7398.670514035484,5240.7109755079855,5874.491058349609,7868.9750144999925,8168.9750144999925,8168.9750144999925,8952.091692722091,0.6969025925467041,0.782217939829155
SO-00064,P0024,"[""D-T011-01""]",6783.520317382812,7398.670514035484,6149.740234541188,6783.520317382812,7868.9750144999925,8168.9750144999925,8168.9750144999925,8839.252123241407,0.4191436522865587,0.8690176086604504
SO-00065,P0025,"[""D-T014-01""]",2131.391058349609,2556.8499085449344,1436.4126876570217,2131.391058349609,3076.4939703589407,3376.4939703589407,3376.4939703589407,4039.654141310578,0.401625036188645,0.8744921761910485
SO-00066,P0025,"[""D-T025-01""]",3812.691058349609,4650.540049007688,3117.712687657022,3812.691058349609,5170.184110821695,5470.184110821695,5470.184110821695,6184.535071778691,0.5276331346633754,0.8351146454176952
SO-00067,P0025,"[""D-T024-01""]",5562.833085123698,6188.419593866759,4867.854714431111,5562.833085123698,6708.063655680766,7008.063655680766,7008.063655680766,7696.066062025047,0.46277515407823094,0.8553827643505528
SO-00068,P0026,"[""D-T014-01""]",2131.391058349609,2556.8499085449344,1440.0650975284411,2131.391058349609,3080.3415604875217,3380.3415604875217,3380.3415604875217,4043.513808782328,0.40165476503337005,0.8744828859270719
SO-00069,P0026,"[""D-T010-01""]",3795.4669311523435,4319.0751995308465,3104.1409703311756,3795.4669311523435,4842.566851473433,5142.566851473433,5142.566851473433,5817.922577893409,0.4316448650337855,0.8651109796769421
SO-00070,P0026,"[""D-T010-01"", ""D-T025-01""]",3795.4669311523435,4650.540049007688,3104.1409703311756,3795.4669311523435,5174.031700950275,5474.031700950275,5474.031700950275,6190.532803650796,0.5329257912628205,0.8334606902303686
SO-00071,P0026,"[""D-T025-01""]",3812.691058349609,4650.540049007688,3121.3650975284413,3812.691058349609,5174.031700950275,5474.031700950275,5474.031700950275,6188.394739250441,0.5276628635081004,0.8351053551537186
SO-00072,P0026,"[""D-T024-01""]",5562.833085123698,6188.419593866759,4871.5071243025295,5562.833085123698,6711.911245809346,7011.911245809346,7011.911245809346,7699.9257294967965,0.462804882922956,0.8553734740865763
SO-00073,P0026,"[""D-T024-01"", ""D-T011-01""]",5562.833085123698,7398.670514035484,4871.5071243025295,5562.833085123698,7922.162165978071,8222.162165978072,8222.162165978072,9060.407449651746,0.8326037751967332,0.7398113202510208
SO-00074,P0026,"[""D-T011-01""]",6783.520317382812,7398.670514035484,6092.194356561644,6783.520317382812,7922.162165978071,8222.162165978072,8222.162165978072,8908.881169952914,0.459616009784226,0.8563699969424294
SO-00075,P0026,"[""D-T016-01""]",8657.740901692707,9202.37374957015,7966.414940871538,8657.740901692707,9725.865401512738,10025.865401512738,10025.865401512738,10703.830949867042,0.43806904210290604,0.8631034243428419
SO-00076,P0027,"[""D-T014-01""]",2131.391058349609,2556.8499085449344,1402.5650975284411,2131.391058349609,3130.3415604875217,3430.3415604875217,3430.3415604875217,4098.928124465198,0.41498231132966634,0.8703180277094793
SO-00077,P0027,"[""D-T010-01""]",3795.4669311523435,4319.0751995308465,3066.6409703311756,3795.4669311523435,4892.566851473433,5192.566851473433,5192.566851473433,5873.336893576279,0.4449724113300818,0.8609461214593495
SO-00078,P0027,"[""D-T010-01"", ""D-T025-01""]",3795.4669311523435,4650.540049007688,3066.6409703311756,3795.4669311523435,5224.031700950275,5524.031700950275,5524.031700950275,6245.947119333667,0.5462533375591168,0.829295832012776
SO-00079,P0027,"[""D-T010-01"", ""D-T025-01"", ""D-T007-01""]",3795.4669311523435,5233.779741859949,3066.6409703311756,3795.4669311523435,5807.271393802536,6107.271393802536,6107.271393802536,6901.58548933686,0.724465465930641,0.7736045418966747
SO-00080,P0027,"[""D-T025-01""]",3812.691058349609,4650.540049007688,3083.8650975284413,3812.691058349609,5224.031700950275,5524.031700950275,5524.031700950275,6243.809054933311,0.5409904098043967,0.830940496936126
SO-00081,P0027,"[""D-T025-01"", ""D-T007-01""]",3812.691058349609,5233.779741859949,3083.8650975284413,3812.691058349609,5807.271393802536,6107.271393802536,6107.271393802536,6899.447424936504,0.7192025381759208,0.7752492068200247
SO-00082,P0027,"[""D-T025-01"", ""D-T007-01"", ""D-T015-01""]",3812.691058349609,5358.54501329219,3083.8650975284413,3812.691058349609,5932.036665234777,6232.036665234777,6232.036665234777,7039.7000521107675,0.7573252600024387,0.7633358562492379
SO-00083,P0027,"[""D-T007-01""]",3953.5092700195314,5233.779741859949,3224.6833091983635,3953.5092700195314,5807.271393802536,6107.271393802536,6107.271393802536,6881.967386508727,0.676174751276778,0.7886953902260069
SO-00084,P0027,"[""D-T007-01"", ""D-T015-01""]",3953.5092700195314,5358.54501329219,3224.6833091983635,3953.5092700195314,5932.036665234777,6232.036665234777,6232.036665234777,7022.220013682991,0.7142974731032958,0.7767820396552201
SO-00085,P0027,"[""D-T007-01"", ""D-T015-01"", ""D-T024-01""]",3953.5092700195314,6188.419593866759,3224.6833091983635,3953.5092700195314,6761.911245809346,7061.911245809346,7061.911245809346,7955.108539589299,0.9678702616121921,0.69754054324619
SO-00086,P0027,"[""D-T015-01""]",4563.936444091797,5358.54501329219,3835.110483270629,4563.936444091797,5932.036665234777,6232.036665234777,6232.036665234777,6946.446501623673,0.5277780588034369,0.835069356623926
SO-00087,P0027,"[""D-T015-01"", ""D-T024-01""]",4563.936444091797,6188.419593866759,3835.110483270629,4563.936444091797,6761.911245809346,7061.911245809346,7061.911245809346,7879.335027529982,0.7813508473123332,0.7558278602148959
SO-00088,P0027,"[""D-T015-01"", ""D-T024-01"", ""D-T006-01""]",4563.936444091797,6890.898709755457,3835.110483270629,4563.936444091797,7464.390361698044,7764.390361698044,7764.390361698044,8669.014242005558,0.9959972438338798,0.6887508613019127
SO-00089,P0027,"[""D-T024-01""]",5562.833085123698,6188.419593866759,4834.0071243025295,5562.833085123698,6761.911245809346,7061.911245809346,7061.911245809346,7755.340045179667,0.4761324292192523,0.8512086158689837
SO-00090,P0027,"[""D-T024-01"", ""D-T006-01""]",5562.833085123698,6890.898709755457,4834.0071243025295,5562.833085123698,7464.390361698044,7764.390361698044,7764.390361698044,8545.019259655244,0.690778825740799,0.7841316169560003
SO-00091,P0027,"[""D-T024-01"", ""D-T006-01"", ""D-T011-01""]",5562.833085123698,7398.670514035484,4834.0071243025295,5562.833085123698,7972.162165978071,8272.162165978072,8272.162165978072,9115.821765334615,0.8459313214930295,0.7356464620334283
SO-00092,P0027,"[""D-T006-01""]",5874.491058349609,6890.898709755457,5145.665097528441,5874.491058349609,7464.390361698044,7764.390361698044,7764.390361698044,8506.332549437097,0.5955500005884371,0.8138906248161134
SO-00093,P0027,"[""D-T006-01"", ""D-T011-01""]",5874.491058349609,7398.670514035484,5145.665097528441,5874.491058349609,7972.162165978071,8272.162165978072,8272.162165978072,9077.135055116469,0.7507024963406677,0.7654054698935413
SO-00094,P0027,"[""D-T006-01"", ""D-T011-01"", ""D-T020-01""]",5874.491058349609,7501.5176155004,5145.665097528441,5874.491058349609,8075.009267442987,8375.009267442987,8375.009267442987,9192.748767266698,0.7821279995660586,0.7555850001356067
SO-00095,P0027,"[""D-T011-01""]",6783.520317382812,7398.670514035484,6054.694356561644,6783.520317382812,7972.162165978071,8272.162165978072,8272.162165978072,8964.295485635785,0.4729435560805223,0.8522051387248368
SO-00096,P0027,"[""D-T011-01"", ""D-T020-01""]",6783.520317382812,7501.5176155004,6054.694356561644,6783.520317382812,8075.009267442987,8375.009267442987,8375.009267442987,9079.909197786013,0.5043690593059132,0.8423846689669021
SO-00097,P0027,"[""D-T011-01"", ""D-T020-01"", ""D-T017-01""]",6783.520317382812,9216.42317828117,6054.694356561644,6783.520317382812,9789.914830223757,10089.914830223757,10089.914830223757,11007.689322613356,1.0283679812667037,0.678635005854155
SO-00098,P0027,"[""D-T020-01""]",6824.100309010106,7501.5176155004,6095.274348188937,6824.100309010106,8075.009267442987,8375.009267442987,8375.009267442987,9074.871924519779,0.4919696174197958,0.8462594945563138
SO-00099,P0027,"[""D-T020-01"", ""D-T017-01""]",6824.100309010106,9216.42317828117,6095.274348188937,6824.100309010106,9789.914830223757,10089.914830223757,10089.914830223757,11002.65204934712,1.0159685393805864,0.6825098314435667
SO-00100,P0027,"[""D-T020-01"", ""D-T017-01"", ""D-T016-01""]",6824.100309010106,9216.42317828117,6095.274348188937,6824.100309010106,9789.914830223757,10089.914830223757,10089.914830223757,11002.65204934712,1.0159685393805864,0.6825098314435667
SO-00101,P0027,"[""D-T017-01""]",8007.340901692708,9216.42317828117,7278.51494087154,8007.340901692708,9789.914830223757,10089.914830223757,10089.914830223757,10855.774093831833,0.6544228027275691,0.7954928741476346
SO-00102,P0027,"[""D-T017-01"", ""D-T016-01""]",8007.340901692708,9216.42317828117,7278.51494087154,8007.340901692708,9789.914830223757,10089.914830223757,10089.914830223757,10855.774093831833,0.6544228027275691,0.7954928741476346
SO-00103,P0027,"[""D-T016-01""]",8657.740901692707,9202.37374957015,7928.914940871538,8657.740901692707,9775.865401512738,10075.865401512738,10075.865401512738,10759.245265549913,0.4513965883992023,0.8589385661252493
SO-00104,P0028,"[""D-T014-01""]",2131.391058349609,2556.8499085449344,1317.1615903961192,2131.391058349609,3216.79791389263,3516.79791389263,3516.79791389263,4207.187080533985,0.4686502563479512,0.8535467948912653
SO-00105,P0028,"[""D-T010-01""]",3795.4669311523435,4319.0751995308465,2981.2374631988537,3795.4669311523435,4979.023204878542,5279.023204878542,5279.023204878542,5981.595849645066,0.4986403563483667,0.8441748886411354
SO-00106,P0028,"[""D-T010-01"", ""D-T025-01""]",3795.4669311523435,4650.540049007688,2981.2374631988537,3795.4669311523435,5310.488054355384,5610.488054355384,5610.488054355384,6354.206075402453,0.5999212825774016,0.812524599194562
SO-00107,P0028,"[""D-T010-01"", ""D-T025-01"", ""D-T015-01""]",3795.4669311523435,5358.54501329219,2981.2374631988537,3795.4669311523435,6018.493018639885,6318.493018639885,6318.493018639885,7150.097072579909,0.8162561327754437,0.7449199585076738
SO-00108,P0028,"[""D-T025-01""]",3812.691058349609,4650.540049007688,2998.4615903961194,3812.691058349609,5310.488054355384,5610.488054355384,5610.488054355384,6352.068011002098,0.5946583548226816,0.814169264117912
SO-00109,P0028,"[""D-T025-01"", ""D-T015-01""]",3812.691058349609,5358.54501329219,2998.4615903961194,3812.691058349609,6018.493018639885,6318.493018639885,6318.493018639885,7147.959008179554,0.8109932050207236,0.7465646234310239
SO-00110,P0028,"[""D-T025-01"", ""D-T015-01"", ""D-T024-01""]",3812.691058349609,6188.419593866759,2998.4615903961194,3812.691058349609,6848.3675992144545,7148.3675992144545,7148.3675992144545,8080.847534085862,1.06456599352962,0.6673231270219938
SO-00111,P0028,"[""D-T015-01""]",4563.936444091797,5358.54501329219,3749.7069761383073,4563.936444091797,6018.493018639885,6318.493018639885,6318.493018639885,7054.705457692459,0.5814460038217217,0.818298123805712
SO-00112,P0028,"[""D-T015-01"", ""D-T024-01""]",4563.936444091797,6188.419593866759,3749.7069761383073,4563.936444091797,6848.3675992144545,7148.3675992144545,7148.3675992144545,7987.593983598768,0.835018792330618,0.7390566273966819
SO-00113,P0028,"[""D-T015-01"", ""D-T024-01"", ""D-T011-01""]",4563.936444091797,7398.670514035484,3749.7069761383073,4563.936444091797,8058.61851938318,8358.61851938318,8358.61851938318,9348.075703753717,1.2048176846043952,0.6234944735611265
SO-00114,P0028,"[""D-T024-01""]",5562.833085123698,6188.419593866759,4748.603617170208,5562.833085123698,6848.3675992144545,7148.3675992144545,7148.3675992144545,7863.5990012484535,0.5298003742375372,0.8344373830507696
SO-00115,P0028,"[""D-T024-01"", ""D-T011-01""]",5562.833085123698,7398.670514035484,4748.603617170208,5562.833085123698,8058.61851938318,8358.61851938318,8358.61851938318,9224.080721403403,0.8995992665113144,0.7188752292152143
SO-00116,P0028,"[""D-T024-01"", ""D-T011-01"", ""D-T020-01""]",5562.833085123698,7501.5176155004,4748.603617170208,5562.833085123698,8161.465620848096,8461.465620848096,8461.465620848096,9339.694433553632,0.9310247697367053,0.7090547594572796
SO-00117,P0028,"[""D-T011-01""]",6783.520317382812,7398.670514035484,5969.290849429322,6783.520317382812,8058.61851938318,8358.61851938318,8358.61851938318,9072.554441704571,0.5266115010988072,0.8354339059066228
SO-00118,P0028,"[""D-T011-01"", ""D-T020-01""]",6783.520317382812,7501.5176155004,5969.290849429322,6783.520317382812,8161.465620848096,8461.465620848096,8461.465620848096,9188.168153854802,0.5580370043241981,0.8256134361486881
SO-00119,P0028,"[""D-T011-01"", ""D-T020-01"", ""D-T017-01""]",6783.520317382812,9216.42317828117,5969.290849429322,6783.520317382812,9876.371183628866,10176.371183628866,10176.371183628866,11115.948278682143,1.0820359262849886,0.6618637730359411
SO-00120,P0028,"[""D-T020-01""]",6824.100309010106,7501.5176155004,6009.870841056616,6824.100309010106,8161.465620848096,8461.465620848096,8461.465620848096,9183.130880588566,0.5456375624380807,0.8294882617380998
SO-00121,P0028,"[""D-T020-01"", ""D-T017-01""]",6824.100309010106,9216.42317828117,6009.870841056616,6824.100309010106,9876.371183628866,10176.371183628866,10176.371183628866,11110.911005415906,1.0696364843988713,0.6657385986253528
SO-00122,P0028,"[""D-T020-01"", ""D-T017-01"", ""D-T016-01""]",6824.100309010106,9216.42317828117,6009.870841056616,6824.100309010106,9876.371183628866,10176.371183628866,10176.371183628866,11110.911005415906,1.0696364843988713,0.6657385986253528
SO-00123,P0028,"[""D-T017-01""]",8007.340901692708,9216.42317828117,7193.111433739218,8007.340901692708,9876.371183628866,10176.371183628866,10176.371183628866,10964.03304990062,0.708090747745854,0.7787216413294207
SO-00124,P0028,"[""D-T017-01"", ""D-T016-01""]",8007.340901692708,9216.42317828117,7193.111433739218,8007.340901692708,9876.371183628866,10176.371183628866,10176.371183628866,10964.03304990062,0.708090747745854,0.7787216413294207
SO-00125,P0028,"[""D-T016-01""]",8657.740901692707,9202.37374957015,7843.511433739217,8657.740901692707,9862.321754917846,10162.321754917846,10162.321754917846,10867.504221618701,0.5050645334174872,0.8421673333070352
SO-00126,P0029,"[""D-T014-01""]",2131.391058349609,2556.8499085449344,1279.6615903961192,2131.391058349609,3266.79791389263,3566.79791389263,3566.79791389263,4262.601396216855,0.4819778026442475,0.8493819366736727
SO-00127,P0029,"[""D-T010-01""]",3795.4669311523435,4319.0751995308465,2943.7374631988537,3795.4669311523435,5029.023204878542,5329.023204878542,5329.023204878542,6037.010165327936,0.511967902644663,0.8400100304235428
SO-00128,P0029,"[""D-T010-01"", ""D-T025-01""]",3795.4669311523435,4650.540049007688,2943.7374631988537,3795.4669311523435,5360.488054355384,5660.488054355384,5660.488054355384,6409.620391085324,0.6132488288736979,0.8083597409769694
SO-00129,P0029,"[""D-T010-01"", ""D-T025-01"", ""D-T015-01""]",3795.4669311523435,5358.54501329219,2943.7374631988537,3795.4669311523435,6068.493018639885,6368.493018639885,6368.493018639885,7205.511388262779,0.82958367907174,0.7407551002900812
SO-00130,P0029,"[""D-T025-01""]",3812.691058349609,4650.540049007688,2960.9615903961194,3812.691058349609,5360.488054355384,5660.488054355384,5660.488054355384,6407.482326684968,0.6079859011189779,0.8100044059003194
SO-00131,P0029,"[""D-T025-01"", ""D-T015-01""]",3812.691058349609,5358.54501329219,2960.9615903961194,3812.691058349609,6068.493018639885,6368.493018639885,6368.493018639885,7203.3733238624245,0.8243207513170199,0.7423997652134313
SO-00132,P0029,"[""D-T025-01"", ""D-T015-01"", ""D-T024-01""]",3812.691058349609,6188.419593866759,2960.9615903961194,3812.691058349609,6898.3675992144545,7198.3675992144545,7198.3675992144545,8136.261849768733,1.077893539825916,0.6631582688044013
SO-00133,P0029,"[""D-T015-01""]",4563.936444091797,5358.54501329219,3712.2069761383073,4563.936444091797,6068.493018639885,6368.493018639885,6368.493018639885,7110.11977337533,0.594773550118018,0.8141332655881194
SO-00134,P0029,"[""D-T015-01"", ""D-T024-01""]",4563.936444091797,6188.419593866759,3712.2069761383073,4563.936444091797,6898.3675992144545,7198.3675992144545,7198.3675992144545,8043.008299281639,0.8483463386269143,0.7348917691790893
SO-00135,P0029,"[""D-T015-01"", ""D-T024-01"", ""D-T011-01""]",4563.936444091797,7398.670514035484,3712.2069761383073,4563.936444091797,8108.61851938318,8408.61851938318,8408.61851938318,9403.490019436587,1.2181452309006915,0.6193296153435339
SO-00136,P0029,"[""D-T024-01""]",5562.833085123698,6188.419593866759,4711.103617170208,5562.833085123698,6898.3675992144545,7198.3675992144545,7198.3675992144545,7919.013316931324,0.5431279205338335,0.830272524833177
SO-00137,P0029,"[""D-T024-01"", ""D-T011-01""]",5562.833085123698,7398.670514035484,4711.103617170208,5562.833085123698,8108.61851938318,8408.61851938318,8408.61851938318,9279.495037086272,0.9129268128076107,0.7147103709976217
SO-00138,P0029,"[""D-T024-01"", ""D-T011-01"", ""D-T020-01""]",5562.833085123698,7501.5176155004,4711.103617170208,5562.833085123698,8211.465620848096,8511.465620848096,8511.465620848096,9395.108749236502,0.9443523160330016,0.704889901239687
SO-00139,P0029,"[""D-T011-01""]",6783.520317382812,7398.670514035484,5931.790849429322,6783.520317382812,8108.61851938318,8408.61851938318,8408.61851938318,9127.968757387442,0.5399390473951035,0.8312690476890302
SO-00140,P0029,"[""D-T011-01"", ""D-T020-01""]",6783.520317382812,7501.5176155004,5931.790849429322,6783.520317382812,8211.465620848096,8511.465620848096,8511.465620848096,9243.582469537672,0.5713645506204944,0.8214485779310955
SO-00141,P0029,"[""D-T011-01"", ""D-T020-01"", ""D-T017-01""]",6783.520317382812,9216.42317828117,5931.790849429322,6783.520317382812,9926.371183628866,10226.371183628866,10226.371183628866,11171.362594365013,1.095363472581285,0.6576989148183484
SO-00142,P0029,"[""D-T020-01""]",6824.100309010106,7501.5176155004,5972.370841056616,6824.100309010106,8211.465620848096,8511.465620848096,8511.465620848096,9238.545196271436,0.558965108734377,0.8253234035205073
SO-00143,P0029,"[""D-T020-01"", ""D-T017-01""]",6824.100309010106,9216.42317828117,5972.370841056616,6824.100309010106,9926.371183628866,10226.371183628866,10226.371183628866,11166.325321098777,1.0829640306951676,0.6615737404077602
SO-00144,P0029,"[""D-T020-01"", ""D-T017-01"", ""D-T016-01""]",6824.100309010106,9216.42317828117,5972.370841056616,6824.100309010106,9926.371183628866,10226.371183628866,10226.371183628866,11166.325321098777,1.0829640306951676,0.6615737404077602
SO-00145,P0029,"[""D-T017-01""]",8007.340901692708,9216.42317828117,7155.611433739218,8007.340901692708,9926.371183628866,10226.371183628866,10226.371183628866,11019.44736558349,0.7214182940421503,0.7745567831118281
SO-00146,P0029,"[""D-T017-01"", ""D-T016-01""]",8007.340901692708,9216.42317828117,7155.611433739218,8007.340901692708,9926.371183628866,10226.371183628866,10226.371183628866,11019.44736558349,0.7214182940421503,0.7745567831118281
SO-00147,P0029,"[""D-T016-01""]",8657.740901692707,9202.37374957015,7806.011433739217,8657.740901692707,9912.321754917846,10212.321754917846,10212.321754917846,10922.918537301572,0.5183920797137835,0.8380024750894426
SO-00148,P0030,"[""D-T008-01""]",3138.8371114095053,3775.212635139854,2166.864950059482,3138.8371114095053,4585.345602255665,4885.345602255665,4885.345602255665,5645.469363333978,0.6403046426543102,0.799904799170528
SO-00149,P0030,"[""D-T008-01"", ""D-T010-01""]",3138.8371114095053,4319.0751995308465,2166.864950059482,3138.8371114095053,5129.208166646657,5429.208166646657,5429.208166646657,6256.842645353367,0.806484870662669,0.7479734779179159
SO-00150,P0030,"[""D-T008-01"", ""D-T010-01"", ""D-T015-01""]",3138.8371114095053,5358.54501329219,2166.864950059482,3138.8371114095053,6168.677980408001,6468.677980408001,6468.677980408001,7425.34386828821,1.124100647089746,0.6487185477844544
SO-00151,P0030,"[""D-T010-01""]",3795.4669311523435,4319.0751995308465,2823.49476980232,3795.4669311523435,5129.208166646657,5429.208166646657,5429.208166646657,6175.333909048483,0.6058479812968018,0.8106725058447495
SO-00152,P0030,"[""D-T010-01"", ""D-T015-01""]",3795.4669311523435,5358.54501329219,2823.49476980232,3795.4669311523435,6168.677980408001,6468.677980408001,6468.677980408001,7343.835131983326,0.9234637577238789,0.7114175757112879
SO-00153,P0030,"[""D-T010-01"", ""D-T015-01"", ""D-T009-01""]",3795.4669311523435,6158.850504067286,2823.49476980232,3795.4669311523435,6968.983471183097,7268.983471183097,7268.983471183097,8243.4840994779,1.168001546571825,0.6349995166963047
SO-00154,P0030,"[""D-T015-01""]",4563.936444091797,5358.54501329219,3591.964282741774,4563.936444091797,6168.677980408001,6468.677980408001,6468.677980408001,7248.443517095877,0.688653628770157,0.7847957410093259
SO-00155,P0030,"[""D-T015-01"", ""D-T009-01""]",4563.936444091797,6158.850504067286,3591.964282741774,4563.936444091797,6968.983471183097,7268.983471183097,7268.983471183097,8148.092484590452,0.9331914176181031,0.7083776819943428
SO-00156,P0030,"[""D-T015-01"", ""D-T009-01"", ""D-T011-01""]",4563.936444091797,7398.670514035484,3591.964282741774,4563.936444091797,8208.803481151295,8508.803481151295,8508.803481151295,9541.813763157132,1.3120253095528303,0.5899920907647406
SO-00157,P0030,"[""D-T009-01""]",5439.204533691406,6158.850504067286,4467.232372341383,5439.204533691406,6968.983471183097,7268.983471183097,7268.983471183097,8039.443754718278,0.6657483902404449,0.791953628049861
SO-00158,P0030,"[""D-T009-01"", ""D-T011-01""]",5439.204533691406,7398.670514035484,4467.232372341383,5439.204533691406,8208.803481151295,8508.803481151295,8508.803481151295,9433.165033284959,1.044582282175172,0.6735680368202588
SO-00159,P0030,"[""D-T009-01"", ""D-T011-01"", ""D-T020-01""]",5439.204533691406,7501.5176155004,4467.232372341383,5439.204533691406,8311.650582616212,8611.650582616212,8611.650582616212,9548.778745435191,1.076007785400563,0.6637475670623241
