任务组数,迭代,目标值,资源缺口,总资源需求,通信风险均衡系数,工作量均衡系数
3,14,17446.064728227186,0,31,0.6152237888247455,0.20115889517322766
3,15,17446.064728227186,0,31,0.6152237888247455,0.20115889517322766
3,16,17446.064728227186,0,31,0.6152237888247455,0.20115889517322766
3,18,17446.064728227186,0,31,0.6152237888247455,0.20115889517322766
3,20,17446.064728227186,0,31,0.6152237888247455,0.20115889517322766
3,21,17446.064728227186,0,31,0.6152237888247455,0.20115889517322766
3,25,18213.3368829392,0,30,0.6454732920002246,0.22738710429347075
3,26,10635.585878153386,0,31,0.21158238481995553,0.32739381817542745
3,28,10635.585878153386,0,31,0.21158238481995553,0.32739381817542745
3,29,7179.298221892779,0,28,0.12787451643043182,0.1791807893284143
3,31,7179.298221892779,0,28,0.12787451643043182,0.1791807893284143
3,32,7179.298221892779,0,28,0.12787451643043182,0.1791807893284143
3,33,7179.298221892779,0,28,0.12787451643043182,0.1791807893284143
3,34,7179.298221892779,0,28,0.12787451643043182,0.1791807893284143
3,35,7179.298221892779,0,28,0.12787451643043182,0.1791807893284143
3,36,7179.298221892779,0,28,0.12787451643043182,0.1791807893284143
3,37,7179.298221892779,0,28,0.12787451643043182,0.1791807893284143
3,38,6498.576086800448,0,28,0.0664201226423071,0.23401736339543067
3,39,5762.334113618953,0,28,0.05015839976426237,0.19291661183337058
3,40,5762.334113618953,0,28,0.05015839976426237,0.19291661183337058
3,41,5762.334113618953,0,28,0.05015839976426237,0.19291661183337058
3,42,5762.334113618953,0,28,0.05015839976426237,0.19291661183337058
3,43,5762.334113618953,0,28,0.05015839976426237,0.19291661183337058
3,44,5762.334113618953,0,28,0.05015839976426237,0.19291661183337058
3,45,5762.334113618953,0,28,0.05015839976426237,0.19291661183337058
3,47,5762.334113618953,0,28,0.05015839976426237,0.19291661183337058
3,48,7134.003821456103,0,28,0.1478889972225397,0.13462238770053084
3,49,7134.003821456103,0,28,0.1478889972225397,0.13462238770053084
3,50,7941.150400570024,0,29,0.16673292112124255,0.16764919781451734
3,51,7941.150400570024,0,29,0.16673292112124255,0.16764919781451734
3,52,7941.150400570024,0,29,0.16673292112124255,0.16764919781451734
3,53,7941.150400570024,0,29,0.16673292112124255,0.16764919781451734
3,54,7941.150400570024,0,29,0.16673292112124255,0.16764919781451734
3,55,7941.150400570024,0,29,0.16673292112124255,0.16764919781451734
3,56,7941.150400570024,0,29,0.16673292112124255,0.16764919781451734
3,57,7941.150400570024,0,29,0.16673292112124255,0.16764919781451734
3,58,7941.150400570024,0,29,0.16673292112124255,0.16764919781451734
3,59,7941.150400570024,0,29,0.16673292112124255,0.16764919781451734
3,60,7134.003821456103,0,28,0.1478889972225397,0.13462238770053084
3,61,7134.003821456103,0,28,0.1478889972225397,0.13462238770053084
3,63,7134.003821456103,0,28,0.1478889972225397,0.13462238770053084
3,64,7134.003821456103,0,28,0.1478889972225397,0.13462238770053084
3,66,7134.003821456103,0,28,0.1478889972225397,0.13462238770053084
3,67,7134.003821456103,0,28,0.1478889972225397,0.13462238770053084
3,69,7134.003821456103,0,28,0.1478889972225397,0.13462238770053084
3,72,7134.003821456103,0,28,0.1478889972225397,0.13462238770053084
3,74,7134.003821456103,0,28,0.1478889972225397,0.13462238770053084
3,75,7134.003821456103,0,28,0.1478889972225397,0.13462238770053084
3,77,7134.003821456103,0,28,0.1478889972225397,0.13462238770053084
3,79,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,80,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,81,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,82,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,83,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,84,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,85,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,86,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,87,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,88,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,90,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,91,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,93,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,94,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,95,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,96,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,97,5758.1181753677665,0,27,0.05015839976426237,0.20249501800825187
3,98,6689.955118024616,0,29,0.0664201226423071,0.24315526651784747
3,100,6689.955118024616,0,29,0.0664201226423071,0.24315526651784747
3,101,6689.955118024616,0,29,0.0664201226423071,0.24315526651784747
3,102,6689.955118024616,0,29,0.0664201226423071,0.24315526651784747
3,103,6689.955118024616,0,29,0.0664201226423071,0.24315526651784747
3,104,6689.955118024616,0,29,0.0664201226423071,0.24315526651784747
3,105,6689.955118024616,0,29,0.0664201226423071,0.24315526651784747
3,106,6689.955118024616,0,29,0.0664201226423071,0.24315526651784747
3,107,6689.955118024616,0,29,0.0664201226423071,0.24315526651784747
3,109,6689.955118024616,0,29,0.0664201226423071,0.24315526651784747
3,110,6689.955118024616,0,29,0.0664201226423071,0.24315526651784747
3,112,7704.378480052699,0,30,0.10168748289712576,0.26406288221101837
3,114,7704.378480052699,0,30,0.10168748289712576,0.26406288221101837
3,115,7704.378480052699,0,30,0.10168748289712576,0.26406288221101837
3,116,6689.955118024616,0,29,0.0664201226423071,0.24315526651784747
3,117,6689.955118024616,0,29,0.0664201226423071,0.24315526651784747
3,120,7652.6449139870365,0,28,0.0664201226423071,0.3494242461140895
3,121,7740.408143689561,0,30,0.07235511089016976,0.3263305925886165
3,124,7740.408143689561,0,30,0.07235511089016976,0.3263305925886165
3,125,9213.086609070842,0,28,0.12294896454282284,0.3924107318214386
3,126,9213.086609070842,0,28,0.12294896454282284,0.3924107318214386
3,127,9213.086609070842,0,28,0.12294896454282284,0.3924107318214386
3,128,9213.086609070842,0,28,0.12294896454282284,0.3924107318214386
3,129,9213.086609070842,0,28,0.12294896454282284,0.3924107318214386
